title,rating(y),avg_rating,lee_rating,eval_count,wish_count,cmt_count,director,actors,film_rate,genre,nation,run_time,year,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5
조선명탐정: 각시투구꽃의 비밀,3.0,3.23239,,338431.0,2476.0,1057.0,김석윤,"김명민,오달수,한지민",12세 관람가,코미디,한국,115.0,2011.0,2897,4927,13373,17560,39823,32867,107866,6798,82527,29793
어메이징 스파이더맨,1.0,3.64061,3.0,366199.0,4073.0,1643.0,마크웹,"앤드류가필드,엠마스톤,마틴쉰",12세 관람가,액션,미국,136.0,2012.0,1522,2599,6969,11974,21753,40773,88534,14427,113389,64259
엽기적인 그녀,5.0,3.81837,,521848.0,7223.0,1532.0,곽재용,"전지현,차태현,현숙희",15세 관람가,로맨틱 코미디,한국,122.0,2001.0,1479,2327,7650,10449,23106,44037,106828,22995,184654,118323
바람과 함께 사라지다,2.0,3.15909,,291698.0,1907.0,820.0,김주호,"차태현,오지호,성동일",12세 관람가,코미디,한국,121.0,2012.0,3329,5344,15236,16870,39005,25588,89167,5577,63409,28173
가문의 영광,1.0,2.73832,,96219.0,219.0,382.0,정흥순,"정준호,김정은,유동근",15세 관람가,로맨틱 코미디,한국,115.0,2002.0,1546,1801,12635,4288,18546,4781,31658,439,16747,3778
가문의 위기 - 가문의 영광 2,1.0,2.42363,1.0,96499.0,205.0,348.0,정용기,"신현준,김원희,김수미",15세 관람가,코미디,한국,115.0,2005.0,2972,3068,18355,4736,23289,3631,26537,267,10722,2922
조폭 마누라,1.0,2.62852,,132009.0,302.0,438.0,조진규,"신은경,박상면,안재모",15세 관람가,코미디,한국,105.0,2001.0,3263,3825,16085,8455,28574,7748,42357,759,16999,3944
살인의 추억,5.0,4.10949,,444483.0,18595.0,2685.0,봉준호,"송강호,김상경,박해일",15세 관람가,스릴러,한국,132.0,2003.0,868,964,4636,4010,10068,27600,54166,40152,159996,142023
반지의 제왕 3 - 왕의 귀환,5.0,4.15534,5.0,414806.0,4671.0,1714.0,피터잭슨,"일라이저우드,비고모텐슨,이안맥켈런",12세 관람가,판타지,"뉴질랜드, 미국",199.0,2003.0,1151,1126,6570,3971,12171,20815,51167,28800,120551,168484
쉬리,3.0,3.72624,,229310.0,8182.0,666.0,강제규,"한석규,최민식,송강호",15세 관람가,액션,한국,115.0,1998.0,499,807,2942,4044,9780,22697,52934,9642,91123,34842
친구,3.0,3.81506,,363653.0,6959.0,901.0,곽경택,"유오성,장동건,기주봉",청소년 관람불가,범죄,한국,115.0,2001.0,1587,2067,7865,7182,19400,26033,71911,16011,118161,93436
실미도,4.0,3.69916,,435435.0,4271.0,864.0,강우석,"설경구,안성기,정재영",15세 관람가,액션,한국,135.0,2003.0,1882,2505,9172,10003,24094,38245,98040,18338,152691,80465
태극기 휘날리며,4.0,3.88916,,558934.0,3872.0,1311.0,강제규,"장동건,원빈,이은주",15세 관람가,전쟁,한국,145.0,2003.0,1614,2352,8362,9718,24051,42770,102782,30803,190456,146026
아저씨,4.0,3.95571,,669838.0,7091.0,2726.0,이정범,"원빈,김새론,김태훈",청소년 관람불가,액션,한국,119.0,2010.0,1652,2963,7033,14076,22685,57574,113359,37375,219030,194091
다크 나이트 라이즈,5.0,4.18383,4.0,493184.0,11337.0,2910.0,크리스토퍼놀란,"하인스워드,크리스찬베일,톰하디",15세 관람가,판타지,"미국, 영국",164.0,2012.0,1043,1206,4830,5295,10951,30629,53846,42509,153405,189470
웰컴 투 동막골,5.0,3.66893,,519040.0,4429.0,1184.0,박광현,"강혜정,신하균,정재영",12세 관람가,코미디,한국,133.0,2005.0,1458,2482,6782,12546,25300,55778,128133,21427,190700,74434
늑대소년,4.0,3.45183,,546333.0,3546.0,2304.0,조성희,"송중기,박보영,장영남",15세 관람가,로맨스/멜로,한국,125.0,2012.0,5893,7585,20398,24478,48253,50865,137341,17069,145619,88832
"좋은 놈, 나쁜 놈, 이상한 놈",3.0,3.46538,,453633.0,5196.0,1493.0,김지운,"송강호,정우성,이병헌",15세 관람가,액션,한국,139.0,2008.0,2135,3790,10281,17071,35486,50570,131004,13536,138293,51467
어벤져스,3.0,4.05681,4.0,607601.0,7704.0,2974.0,조스웨던,"로버트다우니주니어,크리스헴스워스,스칼렛요한슨",12세 관람가,판타지,미국,142.0,2012.0,1705,2293,8082,9164,19732,45081,82626,42617,188921,207380
베를린,2.0,3.48324,4.0,399672.0,10419.0,2330.0,류승완,"하정우,전지현,한석규",15세 관람가,액션,한국,120.0,2012.0,1876,3822,7858,17232,28382,51469,108951,13327,122862,43894
써니,2.0,3.95354,,735037.0,4765.0,2250.0,강형철,"강승연,김창후,손혜선",15세 관람가,코미디,한국,124.0,2011.0,1735,2773,7206,13479,22228,66864,119382,44691,261018,195661
트랜스포머: 패자의 역습,3.0,3.68044,2.0,434611.0,1387.0,1165.0,마이클베이,"휴고위빙,피터쿨렌,안소니앤더슨",12세 관람가,SF,미국,149.0,2009.0,3132,4465,11588,14440,29448,34273,94312,12822,126691,103440
국가대표,4.0,3.75914,,599345.0,2388.0,1514.0,김용화,"하정우,성동일,김지석",12세 관람가,코미디,한국,137.0,2009.0,1929,3394,7782,16476,26555,60025,130039,27647,207444,118054
해운대,2.0,3.29134,,606497.0,1441.0,1859.0,윤제균,"설경구,엄정화,박중훈",12세 관람가,드라마,한국,120.0,2009.0,9289,10270,28242,29755,65440,52145,168067,15737,152374,75178
괴물,4.0,3.82494,,679028.0,1920.0,2507.0,봉준호,"오달수,송강호,변희봉",15세 관람가,스릴러,한국,119.0,2006.0,1789,2822,8421,12377,28120,61250,132704,45887,250987,134671
과속스캔들,4.0,3.73748,,657743.0,2685.0,1613.0,강형철,"차태현,박보영,왕석현",12세 관람가,코미디,한국,108.0,2008.0,1980,3370,9107,17053,31241,64197,147146,27592,232534,123523
왕의 남자,5.0,3.74804,,576174.0,6457.0,1716.0,이준익,"감우성,이준기,정진영",15세 관람가,드라마,한국,119.0,2005.0,1773,2720,8931,11836,28756,52473,126208,31277,205462,106738
"광해, 왕이 된 남자",4.0,4.02419,,740618.0,8495.0,2878.0,추창민,"이병헌,류승룡,한효주",15세 관람가,드라마,한국,131.0,2012.0,1780,2773,6653,13707,19218,64363,104992,51875,254822,220435
7번방의 선물,4.0,3.97763,,718646.0,6212.0,3769.0,이환경,"류승룡,갈소원,박신혜",15세 관람가,코미디,한국,127.0,2012.0,7418,6659,16716,18252,32781,47612,94642,46504,183835,264227
도둑들,4.0,3.76309,,710614.0,4949.0,2893.0,최동훈,"김윤석,김혜수,이정재",15세 관람가,액션,한국,135.0,2012.0,2414,4207,8829,20367,31241,76738,148730,34423,243595,140070
말죽거리 잔혹사,3.0,3.37415,,284807.0,2659.0,1122.0,유하,"권상우,이정진,한가인",15세 관람가,액션,한국,116.0,2004.0,1829,3355,7344,12887,25527,32512,85617,7965,81038,26733
포화 속으로,3.0,3.30031,1.0,295020.0,1733.0,872.0,이재한,"차승원,권상우,김승우",12세 관람가,전쟁,한국,120.0,2010.0,2911,4867,11753,14956,31202,27829,86515,6797,75137,33053
스파이더맨 2,3.0,3.67278,,331860.0,2607.0,920.0,샘레이미,"토비맥과이어,커스틴던스트,J.K.시몬스",12세 관람가,판타지,미국,126.0,2004.0,830,1776,4077,8713,17108,35702,85251,11654,111257,55492
센과 치히로의 행방불명,5.0,4.27281,,647024.0,7048.0,3539.0,미야자키하야오,"최덕희,김영선,성선녀",전체 관람가,애니메이션,일본,126.0,2001.0,866,1078,3894,4560,9284,34269,59920,57238,207706,268209
나비 효과,5.0,4.04594,,298343.0,22950.0,1720.0,에릭브레스,"애쉬튼커쳐,에이미스마트,에릭스톨츠",청소년 관람불가,스릴러,미국,113.0,2004.0,664,792,3439,3622,8155,21522,40860,24174,105567,89548
셔터 아일랜드,4.0,3.80457,,219885.0,18106.0,2104.0,마틴스콜세지,"레오나르도디카프리오,마크러팔로,벤킹슬리",15세 관람가,스릴러,미국,138.0,2010.0,599,829,4282,3894,10539,20787,40458,17404,77939,43154
트루먼 쇼,5.0,4.22021,,428668.0,22765.0,3243.0,피터위어,"짐캐리,로라린니,노아엠머리히",15세 관람가,드라마,미국,102.0,1998.0,695,708,3046,3291,6914,25142,41245,46248,144162,157217
이프 온리,3.0,4.03853,,366089.0,21471.0,1733.0,길정거,"제니퍼러브휴이트,폴니콜스,루시대번포트",15세 관람가,로맨스/멜로,"미국, 영국",96.0,2004.0,906,1305,4836,5549,12228,25338,53239,24528,116785,121375
공동경비구역 JSA,5.0,3.89998,,321863.0,13833.0,1301.0,박찬욱,"오동진,은미,원호섭",15세 관람가,드라마,한국,110.0,2000.0,694,900,3390,4234,9629,27473,55591,21992,131500,66460
본 슈프리머시,4.0,4.1462,,233050.0,11009.0,1049.0,폴그린그래스,"맷데이먼,프랑카포텐테,브라이언콕스",15세 관람가,액션,"미국, 독일",110.0,2004.0,415,428,2088,2035,4293,15706,27495,16559,82502,81529
초능력자,2.0,2.85195,,272508.0,2429.0,1194.0,김민석,"강동원,고수,정은채",15세 관람가,스릴러,한국,114.0,2010.0,5817,8388,21666,21128,49212,21120,83282,3237,42724,15934
블라인드,2.0,3.40819,3.0,284610.0,3631.0,785.0,안상훈,"김하늘,유승호,조희봉",청소년 관람불가,스릴러,한국,111.0,2011.0,1550,2868,8508,11249,26329,26360,84131,7054,83611,32950
스쿨 오브 락,3.0,3.79351,3.0,297396.0,10288.0,1430.0,리처드링클레이터,"잭블랙,조앤쿠삭,사라실버맨",전체 관람가,코미디,"미국, 독일",108.0,2003.0,840,1236,4372,5781,12211,30984,58886,15726,110000,57360
500일의 썸머,5.0,3.87432,4.0,290351.0,30515.0,4145.0,마크웹,"조셉고든-레빗,주이디샤넬,클락그레그",15세 관람가,로맨틱 코미디,미국,95.0,2009.0,881,1279,5666,5313,12680,27087,47612,23477,96953,69403
쇼생크 탈출,4.0,4.42741,,458522.0,26688.0,3182.0,프랭크다라본트,"팀로빈스,모건프리먼,밥건톤",15세 관람가,드라마,미국,142.0,1994.0,749,601,3589,2135,5289,15286,28854,43314,119334,239371
러브 레터,5.0,3.97103,4.0,226169.0,20212.0,2464.0,이와이슌지,"나카야마미호,토요카와에츠시,카시와바라타카시",전체 관람가,로맨스/멜로,일본,117.0,1995.0,560,737,4162,2818,8782,15123,36934,15101,73481,68471
범죄와의 전쟁 : 나쁜놈들 전성시대,4.0,3.99282,,464647.0,15638.0,2243.0,윤종빈,"최민식,하정우,조진웅",청소년 관람불가,범죄,한국,133.0,2011.0,1008,1419,5099,6578,13383,37959,69027,31844,170676,127654
악마는 프라다를 입는다,4.0,3.83566,,485522.0,12069.0,2109.0,데이빗프랭클,"앤해서웨이,메릴스트립,스탠리투치",12세 관람가,로맨틱 코미디,미국,109.0,2006.0,939,1584,4630,9278,16019,51499,97439,26902,179984,97248
이끼,3.0,3.28881,3.0,274059.0,5396.0,967.0,강우석,"정재영,박해일,유해진",청소년 관람불가,스릴러,한국,163.0,2010.0,1916,3245,9614,12825,30131,27166,85827,6469,72477,24389
리얼 스틸,1.0,3.69244,,315856.0,5589.0,1423.0,숀레비,"휴잭맨,에반젤린릴리,다코타고요",12세 관람가,SF,미국,127.0,2011.0,1088,1966,5026,9465,17349,33556,71885,14244,104337,56940
레옹,4.0,4.29233,,384705.0,31362.0,4414.0,뤽베송,"장르노,나탈리포트만,게리올드만",청소년 관람불가,범죄,"프랑스, 미국",133.0,1994.0,533,614,2792,2673,5691,19824,33805,41942,114507,162324
내가 살인범이다,2.0,3.53845,,309470.0,8553.0,1353.0,정병길,"정재영,박시후,정해균",청소년 관람불가,스릴러,한국,119.0,2012.0,2153,3498,8194,12583,22331,32122,74889,11681,95499,46520
말아톤,4.0,3.60102,,375039.0,2092.0,799.0,정윤철,"조승우,김미숙,안내상",전체 관람가,드라마,한국,115.0,2005.0,1174,2050,5835,10014,20412,44313,100190,15177,128117,47757
클래식,5.0,3.85321,,314513.0,15380.0,1829.0,곽재용,"손예진,조승우,조인성",12세 관람가,로맨스/멜로,한국,132.0,2003.0,970,1401,5735,5904,13933,25697,60021,18274,104168,78410
아이언맨 3,4.0,4.10486,,564090.0,7039.0,2794.0,세인블랙,"로버트다우니주니어,기네스팰트로우,가이피어스",12세 관람가,SF,"미국, 중국",129.0,2013.0,1198,1666,4521,8740,12696,46867,73291,37416,180392,197303
어린 신부,3.0,2.97457,,341757.0,782.0,757.0,김호준,"김래원,문근영,김인문",12세 관람가,로맨틱 코미디,한국,115.0,2004.0,4791,7747,21333,21986,54695,26642,116168,3589,65017,19789
내 아내의 모든 것,4.0,3.65453,,461916.0,8540.0,1931.0,민규동,"임수정,이선균,류승룡",15세 관람가,로맨틱 코미디,한국,121.0,2012.0,1717,3095,7827,14038,25019,51010,107155,18351,161720,71984
