,title,rating(y),avg_rating,lee_rating,eval_count,wish_count,cmt_count,run_time,year,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,text
354,콘택트,3.0,3.94302,,78747.0,16349.0,1455.0,145.0,1997.0,126,211,1406,926,2681,7007,12362,7272,27048,19708,로버트저메키스 조디포스터 매튜맥커너히 윌리엄피츠너 12세관람가 SF 미국
355,피아니스트의 전설,4.0,4.07597,,45368.0,15525.0,602.0,123.0,1998.0,121,136,621,497,1140,3574,5496,4551,15125,14107,쥬세페토르나토레 팀로스 프루이트테일러빈스 멜라니티에리 15세관람가 드라마 이탈리아
356,마이너리티 리포트,4.0,3.98606,,286830.0,20164.0,1464.0,145.0,2002.0,375,528,1850,3209,5848,26364,43572,22589,116388,66107,스티븐스필버그 톰크루즈 콜린파렐 막스폰시도우 15세관람가 SF 미국
357,중경삼림,5.0,3.98237,,81202.0,13844.0,1703.0,101.0,1994.0,187,230,1362,1013,2529,7110,11668,7684,27615,21804,왕가위 양조위 왕비 금성무 15세관람가 드라마 홍콩
358,시간을 달리는 소녀,4.0,4.02359,,424414.0,14639.0,2828.0,97.0,2006.0,832,1189,3702,5697,10566,35681,60970,34154,152720,118903,호소다마모루 나카리이사 이시다타쿠야 하라사치에 전체관람가 애니메이션 일본
359,아마데우스,4.0,4.03018,4.0,149600.0,15118.0,1410.0,158.0,1984.0,290,359,1947,1608,3712,11697,20207,13640,54812,41328,밀로스포먼 F머레이에이브러햄 톰헐스 엘리자베스베리지 전체관람가 드라마 미국
360,모노노케 히메,5.0,4.03719,,287920.0,10960.0,1449.0,135.0,1997.0,774,906,3446,3737,7920,21949,40465,21740,98905,88078,미야자키하야오 클레어데인즈 마츠다요지 빌리크루덥 전체관람가 애니메이션 일본
361,아이덴티티,5.0,4.05722,,244219.0,18457.0,1953.0,90.0,2003.0,559,588,3099,3002,6341,19183,32015,21644,83127,74661,제임스맨골드 존쿠삭 레이리오타 아만다피트 15세관람가 스릴러 미국
362,타인의 삶,5.0,4.08585,,52190.0,36856.0,1231.0,137.0,2006.0,121,139,867,483,1469,3780,5596,6844,17324,15567,플로리안헨켈폰도너스... 울리쉬뮤흐 마르티나게덱 세바스티안코치 15세관람가 드라마 독일
363,토이 스토리,3.0,4.035,,376262.0,5276.0,1392.0,77.0,1995.0,736,1041,3586,4618,9728,28332,55722,27035,133502,111962,존라세터 톰행크스 팀알렌 애니파츠 전체관람가 애니메이션 미국
364,라이언 일병 구하기,3.0,4.11414,,276686.0,16758.0,1390.0,170.0,1998.0,609,692,3680,2505,7508,15585,34289,22226,93439,96153,스티븐스필버그 톰행크스 에드워드번즈 맷데이먼 15세관람가 전쟁 미국
365,라이프 오브 파이,5.0,3.98728,,280306.0,36774.0,4481.0,127.0,2012.0,1115,1361,4251,4957,9519,25010,37694,32502,87366,76531,이안 수라즈샤르마 이르판칸 라프스팰 전체관람가 드라마 미국
366,아이언맨,4.0,4.13979,,594134.0,4370.0,2004.0,125.0,2008.0,977,1196,4645,6219,11451,42507,72667,38092,206135,210245,존파브로 로버트다우니주니어 기네스팰트로우 테렌스하워드 12세관람가 SF 미국
367,죽은 시인의 사회,4.0,4.2235,,281540.0,36675.0,2496.0,127.0,1989.0,636,545,3149,2040,5354,15502,26961,27627,89067,110659,피터위어 로빈윌리엄스 에단호크 로버트숀레오나드 전체관람가 드라마 미국
368,파이트 클럽,4.0,4.14653,4.0,205994.0,23250.0,2754.0,139.0,1999.0,461,467,3261,1745,5785,11734,22579,21577,63830,74555,데이빗핀처 브래드피트 에드워드노튼 헬레나본햄카터 청소년관람불가 액션 미국 독일
369,글래디에이터,4.0,4.14515,,269478.0,10393.0,1194.0,154.0,2000.0,530,569,2450,2364,5108,17292,31611,21919,94908,92727,리들리스콧 러셀크로우 호아킨피닉스 코니닐슨 15세관람가 액션 미국 영국
370,본 아이덴티티,4.0,4.13832,,305371.0,13331.0,1346.0,118.0,2002.0,597,573,3201,2784,6563,19787,36344,20765,106303,108454,더그라이만 맷데이먼 프랑카포텐테 크리스쿠퍼 12세관람가 액션 미국 체코
371,세 얼간이,3.0,4.16428,,559242.0,15652.0,3345.0,141.0,2009.0,2026,2121,8404,7329,16272,33252,60354,50171,154591,224722,라지쿠마르히라니 아미르칸 마드하반 셔먼조쉬 12세관람가 드라마 인도
372,서유기 2 - 선리기연,5.0,4.02658,,47749.0,2234.0,636.0,99.0,1994.0,252,171,1620,563,1951,2620,5932,3199,13624,17817,유진위 주성치 주인 나가영 15세관람가 코미디 홍콩
373,포레스트 검프,5.0,4.29332,,334156.0,31536.0,2315.0,142.0,1994.0,576,544,2633,2239,4892,16262,28381,31251,104163,143215,로버트저메키스 톰행크스 로빈라이트 게리시나이즈 12세관람가 드라마 미국
374,인생은 아름다워,3.0,4.39753,,322293.0,33733.0,2529.0,116.0,1997.0,676,497,3202,1959,4694,11282,22444,31120,80206,166213,로베르토베니니 로베르토베니니 니콜레타브라스치 마리사파레데스 전체관람가 드라마 이탈리아
375,매트릭스,5.0,4.1953,,414450.0,12171.0,2047.0,136.0,1999.0,674,852,3576,3588,8900,22035,47903,33448,132079,161395,앤디워쇼스키 키아누리브스 로렌스피쉬번 캐리앤모스 12세관람가 SF 미국
376,이상한 나라의 앨리스,3.0,3.31026,,259550.0,5951.0,1174.0,108.0,2010.0,1517,3440,8220,14774,28603,27042,79344,6737,61259,28614,팀버튼 조니뎁 앤해서웨이 헬레나본햄카터 전체관람가 판타지 미국
377,나잇 & 데이,3.0,3.33055,,154061.0,3188.0,835.0,109.0,2010.0,747,1598,4505,7109,15374,17569,48357,3776,41363,13663,제임스맨골드 톰크루즈 카메론디아즈 폴다노 15세관람가 액션 미국
378,우주 전쟁,3.0,3.32315,,220977.0,2490.0,1172.0,116.0,2005.0,1274,2516,7068,10924,22244,25931,66725,6644,57995,19656,스티븐스필버그 톰크루즈 저스틴채트윈 다코타패닝 12세관람가 SF 미국
379,부당거래,3.0,3.8242,,254399.0,13829.0,1947.0,119.0,2010.0,598,949,3742,4478,10254,23374,48571,16570,95674,50189,류승완 황정민 류승범 유해진 청소년관람불가 범죄 한국
380,호빗: 뜻밖의 여정,4.0,3.74929,,259784.0,10903.0,1756.0,169.0,2012.0,1290,1734,6420,6463,14229,27181,49005,14642,82378,56442,피터잭슨 마틴프리먼 이안맥켈런 리처드아미티지 12세관람가 판타지 미국 뉴질랜드
381,맨 인 블랙 3,3.0,3.67057,,293058.0,5960.0,780.0,106.0,2012.0,894,1766,5070,8787,17973,28189,71620,11229,92058,55472,베리소넨필드 윌스미스 토미리존스 조슈브롤린 12세관람가 SF 미국
382,완득이,3.0,3.44705,,447775.0,5325.0,1386.0,107.0,2011.0,2313,4275,9472,19306,33482,51592,133367,11873,133551,48544,이한 김윤석 유아인 이자스민 12세관람가 드라마 한국
383,아이언맨 2,4.0,3.90757,2.0,489838.0,3630.0,1482.0,125.0,2010.0,1196,2349,5303,12134,20021,43104,88006,21308,158748,137669,존파브로 로버트다우니주니어 기네스팰트로우 미키루크 12세관람가 SF 미국
384,연가시,2.0,2.91864,,381110.0,1549.0,1322.0,109.0,2012.0,8528,9997,29091,26259,61920,29458,119447,4865,66512,25033,박정우 김명민 문정희 김동완 15세관람가 스릴러 한국
385,쿵푸팬더,2.0,3.75018,4.0,484136.0,1880.0,1172.0,92.0,2008.0,1140,2166,6076,10762,20579,49670,109556,19672,175952,88563,마크오스본 이안맥쉐인 데이빗크로스 세스로건 전체관람가 애니메이션 미국
386,2012,2.0,3.37832,,324902.0,2805.0,1352.0,157.0,2009.0,2247,4043,10122,15289,31681,31981,93932,9123,88533,37951,롤랜드에머리히 존쿠삭 아만다피트 탠디뉴튼 12세관람가 SF 미국 캐나다
387,화려한 휴가,1.0,3.61998,,364133.0,5466.0,1112.0,125.0,2007.0,2693,2406,9841,10492,21863,35048,86590,15926,116944,62330,김지훈 김상경 이요원 안성기 12세관람가 드라마 한국
388,악마를 보았다,3.0,3.67041,,342655.0,7218.0,2075.0,144.0,2010.0,3448,2532,13296,8434,21901,28555,66325,17557,107109,73498,김지운 이병헌 최민식 천호진 청소년관람불가 공포 한국
389,투모로우,3.0,3.66202,,398530.0,5491.0,1144.0,123.0,2004.0,937,2065,4489,11897,19252,47066,99672,18368,137147,57637,롤랜드에머리히 데니스퀘이드 제이크질렌할 이안홈 12세관람가 SF 미국
390,비열한 거리,4.0,3.63347,,242460.0,7802.0,749.0,141.0,2006.0,851,1470,4534,6342,14365,23219,61617,7800,83417,38845,유하 조인성 천호진 남궁민 청소년관람불가 범죄 한국
391,나의 PS 파트너,3.0,3.20358,,293205.0,5079.0,981.0,114.0,2012.0,3915,6384,14005,17711,36019,25800,85172,5441,66950,31808,변성현 지성 김아중 강경준 청소년관람불가 로맨틱 코미디 한국
392,혈의 누,1.0,3.00194,,120216.0,1702.0,265.0,119.0,2005.0,1011,1866,7072,6408,18872,9581,44582,1165,24110,5549,김대승 차승원 박용우 지성 청소년관람불가 스릴러 한국
393,박수칠 때 떠나라,4.0,3.18567,,118056.0,3295.0,491.0,115.0,2005.0,828,1549,4980,6125,14290,12052,39576,2372,28520,7764,장진 차승원 신하균 신구 15세관람가 코미디 한국
394,"달콤, 살벌한 연인",3.0,3.06479,,149535.0,1495.0,381.0,110.0,2006.0,1368,2502,8431,7489,22493,11973,51199,1568,33468,9044,손재곤 박용우 최강희 조은지 청소년관람불가 로맨틱 코미디 한국
395,이글 아이,3.0,3.27754,,104426.0,2704.0,395.0,117.0,2008.0,417,1099,3142,5058,10868,10600,35935,1921,27604,7782,D.J.카루소 샤이아라보프 미쉘모나한 에단엠브리 12세관람가 SF 미국
396,테이큰 2,2.0,3.37517,,213417.0,5129.0,1260.0,92.0,2012.0,1314,3477,5265,13273,21181,24971,59114,6188,52054,26580,올리비에메가턴 리암니슨 매기그레이스 팜케얀센 청소년관람불가 액션 프랑스
397,음란서생,2.0,2.8175,,110861.0,1261.0,274.0,139.0,2006.0,2009,3144,9117,7443,21778,7134,36976,810,16486,5964,김대우 한석규 이범수 김민정 12세관람가 코미디 한국
398,포세이돈,3.0,3.19552,,46107.0,1548.0,202.0,98.0,2006.0,254,661,1473,2883,5349,5144,15962,842,10516,3023,볼프강페터젠 조쉬루카스 커트러셀 리처드드레이퍼스 12세관람가 액션 미국
399,미인도,2.0,2.70838,,118262.0,1251.0,353.0,108.0,2008.0,2360,3912,11339,8486,26942,6103,38028,780,13748,6564,전윤수 김규리 김영호 김남길 청소년관람불가 로맨스 멜로 한국
400,이웃사람,1.0,3.33938,,327733.0,5032.0,1183.0,110.0,2012.0,1989,3997,9666,16577,31788,33460,102027,7327,87937,32965,김휘 김윤진 마동석 천호진 청소년관람불가 스릴러 한국
401,엑스맨: 퍼스트 클래스,3.0,3.95766,4.0,318651.0,7296.0,2026.0,132.0,2011.0,613,913,3371,4421,9301,28031,51310,24844,116710,79137,매튜본 제임스맥어보이 마이클패스벤더 케빈베이컨 12세관람가 판타지 미국
402,1번가의 기적,1.0,2.89138,,118310.0,744.0,306.0,113.0,2007.0,1961,2886,9659,7325,20436,8494,39034,1265,20845,6405,윤제균 임창정 하지원 강예원 15세관람가 코미디 한국
403,고지전,1.0,3.49318,,302617.0,3902.0,1186.0,133.0,2011.0,1387,2164,7857,9722,22027,32414,84660,9616,97612,35158,장훈 고수 신하균 류승룡 15세관람가 전쟁 한국
404,마더,2.0,3.50151,,247970.0,11139.0,1854.0,128.0,2009.0,1010,1750,6508,7172,20211,24673,68249,11875,76990,29532,봉준호 김혜자 원빈 진구 청소년관람불가 스릴러 한국
405,오싹한 연애,1.0,3.25816,,311284.0,2914.0,846.0,114.0,2011.0,2753,5028,12449,16898,35529,29346,94560,5923,77567,31231,황인호 손예진 이민기 신성훈 12세관람가 로맨틱 코미디 한국
406,하모니,1.0,3.66663,2.0,347077.0,3670.0,885.0,115.0,2009.0,2589,3640,9473,11854,23719,29411,74247,15196,99472,77476,강대규 김윤진 나문희 정수영 12세관람가 드라마 한국
407,헬로우 고스트,3.0,3.41475,,316471.0,2601.0,1219.0,111.0,2010.0,2409,4170,11565,13839,30415,30833,83881,10950,84486,43923,김영탁 차태현 강예원 고창석 12세관람가 코미디 한국
408,해리 포터와 불사조 기사단,4.0,3.78004,,380267.0,2166.0,801.0,137.0,2007.0,1321,1890,6665,9987,18294,36188,84004,14754,114780,92384,데이빗예이츠 다니엘래드클리프 엠마왓슨 루퍼트그린트 전체관람가 판타지 미국 영국
409,해리 포터와 마법사의 돌,4.0,4.03751,,508391.0,2078.0,1857.0,152.0,2001.0,1349,1682,7099,6704,16416,35396,75933,32174,161435,170203,크리스콜럼버스 다니엘래드클리프 루퍼트그린트 엠마왓슨 전체관람가 판타지 영국 미국
410,쌍화점,2.0,2.8053,,260712.0,1975.0,798.0,133.0,2008.0,5825,7801,21072,18959,50559,17265,85710,2303,36819,14399,유하 조인성 주진모 송지효 청소년관람불가 드라마 한국
411,신기전,1.0,3.06037,,157713.0,950.0,450.0,134.0,2008.0,1515,2862,8509,9753,23295,13566,53535,2129,32345,10204,김유진 정재영 한은정 허준호 15세관람가 전쟁 한국
412,우리 생애 최고의 순간,1.0,3.41702,,272301.0,2210.0,454.0,124.0,2007.0,1520,2543,8136,10333,23253,27111,82344,7091,78244,31726,임순례 문소리 김정은 엄태웅 15세관람가 드라마 한국
413,댄싱퀸,1.0,3.22632,,278549.0,1947.0,776.0,124.0,2012.0,2461,4481,10878,16397,31059,27844,88809,5771,67333,23516,이석훈 황정민 엄정화 이대연 12세관람가 코미디 한국
414,스파이더맨 3,2.0,3.63347,,325364.0,2939.0,902.0,139.0,2007.0,1100,2171,5308,11145,19845,32222,85054,10184,99960,58375,샘레이미 토비맥과이어 커스틴던스트 제임스프랭코 12세관람가 판타지 미국
415,동갑내기 과외하기,2.0,3.02622,,383315.0,1449.0,659.0,110.0,2003.0,4905,7890,21657,23160,57763,30874,131537,4249,77494,23786,김경형 김하늘 권상우 김혜옥 12세관람가 로맨틱 코미디 한국
416,추격자,4.0,4.14751,,567660.0,10302.0,2355.0,123.0,2008.0,1203,1045,5425,4993,10855,36212,61362,44011,209243,193311,나홍진 김윤석 하정우 서영희 청소년관람불가 스릴러 한국
417,캐리비안의 해적 - 세상의 끝에서,5.0,3.89595,3.0,400563.0,5041.0,776.0,168.0,2007.0,905,1503,4799,8028,14753,34049,76455,18459,136148,105464,고어버빈스키 조니뎁 올랜도블룸 키이라나이틀리 12세관람가 판타지 미국
418,반지의 제왕 2 - 두 개의 탑,5.0,4.09081,,384699.0,4941.0,1190.0,177.0,2002.0,1095,1134,5860,4210,12084,22580,51302,25916,121204,139314,피터잭슨 일라이저우드 비고모텐슨 올랜도볼룸 12세관람가 판타지 뉴질랜드 미국
419,타이타닉,4.0,4.31153,,654853.0,14918.0,2895.0,195.0,1997.0,668,790,3526,3769,8881,29722,61172,54869,200584,290872,제임스카메론 레오나르도디카프리오 케이트윈슬렛 글로리아스튜어트 15세관람가 로맨스 멜로 미국
420,투사부일체,1.0,2.6833,1.0,125681.0,312.0,533.0,124.0,2005.0,2967,3421,16360,6294,26382,6467,37576,731,20278,5205,김동원 정준호 김상중 정웅인 15세관람가 코미디 한국
421,미션 임파서블 3,3.0,3.86842,4.0,274707.0,4885.0,830.0,124.0,2006.0,415,724,2355,4451,7965,26810,55042,13092,105210,58643,J.J.에이브럼스 톰크루즈 필립세이모어호프만 빙라메스 15세관람가 액션 미국
422,의형제,2.0,3.51904,3.0,349977.0,5257.0,962.0,116.0,2010.0,1066,2505,4929,13044,21154,44172,102333,10859,112590,37325,장훈 송강호 강동원 박혁권 15세관람가 액션 한국
423,타워,1.0,3.26859,,239308.0,3605.0,1046.0,121.0,2012.0,3205,4572,11707,12999,26963,22383,65138,6292,56692,29357,김지훈 설경구 손예진 김상경 12세관람가 액션 한국
424,타짜,4.0,4.0951,,551793.0,11022.0,2772.0,139.0,2006.0,1029,1397,4894,6296,12728,37583,72187,42457,194552,178670,최동훈 조승우 김혜수 백윤식 청소년관람불가 드라마 한국
425,레미제라블,4.0,3.99482,,489927.0,22608.0,3372.0,158.0,2012.0,2102,2495,8575,9226,18832,39843,69309,40543,141971,157031,톰후퍼 휴잭맨 러셀크로우 앤해서웨이 12세관람가 드라마 영국
426,인셉션,5.0,4.3494,,681147.0,17687.0,5611.0,147.0,2010.0,1097,1240,5343,4775,12198,27057,56787,67453,176077,329120,크리스토퍼놀란 레오나르도디카프리오 마리옹꼬띠아르 조셉고든레빗 12세관람가 SF 미국 영국
427,전우치,4.0,3.27914,,522540.0,1996.0,1765.0,136.0,2009.0,3950,7335,18869,27105,58579,50842,162763,11155,129041,52901,최동훈 강동원 김윤석 임수정 12세관람가 판타지 한국
428,최종병기 활,3.0,3.61536,,467371.0,3811.0,1713.0,122.0,2011.0,2354,3551,8696,15091,27650,50748,113286,19304,156453,70238,김한민 박해일 류승룡 문채원 청소년관람불가 전쟁 한국
429,트랜스포머,4.0,3.94416,2.0,546960.0,1917.0,1881.0,135.0,2007.0,2454,2834,9318,10007,21965,40146,88064,27999,178142,166031,마이클베이 피터쿨렌 휴고위빙 마크라이언 12세관람가 SF 미국
430,미션 임파서블 : 고스트 프로토콜,4.0,3.92735,,375748.0,6091.0,1510.0,132.0,2011.0,568,889,3140,5609,10022,36958,64468,22227,145229,86638,브래드버드 톰크루즈 제레미레너 레아세이두 15세관람가 액션 미국
431,트랜스포머 3,4.0,3.56663,2.0,454683.0,1730.0,1406.0,152.0,2011.0,5155,6281,17557,17394,40058,30178,101756,10829,118686,106789,마이클베이 제임스에이버리 레너드니모이 휴고위빙 12세관람가 SF 미국
432,작업의 정석,3.0,2.96827,,168902.0,1504.0,305.0,100.0,2005.0,1807,3380,10445,10207,28714,12146,59417,1427,32062,9297,오기환 손예진 송일국 안선영 15세관람가 로맨틱 코미디 한국
433,댄서의 순정,1.0,2.7966,,129124.0,704.0,270.0,110.0,2005.0,2332,4431,8660,11649,24145,11101,43707,1305,17596,4198,박영훈 문근영 박건형 박원상 12세관람가 로맨스 멜로 한국
434,연애의 온도,2.0,3.45453,,276007.0,11743.0,2121.0,112.0,2012.0,1750,2928,7476,11510,21556,35296,74257,11101,78239,31894,노덕 김민희 이민기 최무성 청소년관람불가 로맨스 멜로 한국
435,애자,2.0,3.38084,,70928.0,2914.0,275.0,110.0,2009.0,496,905,2176,3488,6278,8330,20308,2391,18923,7633,정기훈 최강희 김영애 배수빈 15세관람가 드라마 한국
436,코리아,1.0,3.34347,,156550.0,2406.0,597.0,127.0,2012.0,1486,2356,6002,8063,15451,15859,44124,4720,39419,19070,문현성 하지원 배두나 최윤영 12세관람가 드라마 한국
437,귀신이 산다,3.0,2.81053,,287777.0,345.0,686.0,123.0,2004.0,6039,9523,23786,22698,52351,23450,90296,3163,43081,13390,김상진 차승원 장서희 장현성 12세관람가 코미디 한국
438,본 얼티메이텀,4.0,4.15796,4.0,295293.0,13741.0,1423.0,115.0,2007.0,590,576,2944,2625,6233,17874,34826,20776,100119,108730,폴그린그래스 맷데이먼 줄리아스타일즈 데이빗스트라탄 12세관람가 액션 미국 독일
439,트로이,3.0,3.6674,,217565.0,4352.0,735.0,163.0,2004.0,401,989,3087,5474,10958,22994,55656,8682,75668,33656,볼프강페터젠 숀빈 브렌단글리슨 세프론버로우스 15세관람가 판타지 미국
440,300,3.0,3.82897,,355913.0,6086.0,1514.0,116.0,2006.0,1440,1864,6738,7497,15872,30713,67048,17955,121460,85326,잭스나이더 제라드버틀러 레나헤디 데이빗웬햄 청소년관람불가 액션 미국
441,공공의 적 2,4.0,3.27999,,190912.0,1471.0,419.0,148.0,2005.0,1503,2570,8438,8152,23439,15136,56781,3013,50392,21488,강우석 설경구 정준호 강신일 15세관람가 드라마 한국
442,미녀는 괴로워,4.0,3.43045,,610004.0,991.0,1342.0,120.0,2006.0,2951,5783,13890,25860,50662,62480,185491,14802,179537,68548,김용화 김아중 주진모 김현숙 12세관람가 로맨틱 코미디 한국
443,해리 포터와 죽음의 성물 - 2부,4.0,3.94171,,392068.0,3909.0,1673.0,131.0,2011.0,1233,1621,6748,7216,16109,29988,68095,22479,117669,120910,데이빗예이츠 다니엘래드클리프 엠마왓슨 루퍼트그린트 전체관람가 판타지 영국 미국
444,뉴 문,3.0,3.3316,,305009.0,2158.0,650.0,130.0,2009.0,6200,5916,19513,13350,34811,20794,71232,6664,67326,59203,크리스웨이츠 로버트패틴슨 크리스틴스튜어트 엘리자베스리저 12세관람가 판타지 미국
445,맨 인 블랙 2,3.0,3.71971,,284963.0,4557.0,487.0,88.0,2002.0,617,1405,2906,7553,13074,31338,67954,10194,99446,50476,베리소넨필드 토미리존스 윌스미스 조니녹스빌 12세관람가 SF 미국
446,내 머리 속의 지우개,3.0,3.72241,,316022.0,12188.0,1049.0,117.0,2004.0,1367,2106,6501,8344,18641,27238,69558,14607,100181,67479,이재한 정우성 손예진 이선진 12세관람가 로맨스 멜로 한국
447,엑스맨 - 최후의 전쟁,2.0,3.67682,,246529.0,3458.0,839.0,103.0,2006.0,1135,1906,5077,7726,14922,21257,58014,8019,78144,50329,브렛래트너 휴잭맨 할리베리 이안맥켈런 12세관람가 SF 미국
448,원티드,3.0,3.65526,,267642.0,6016.0,1368.0,110.0,2008.0,710,1478,3716,7938,14078,30224,65697,11300,92216,40285,티무르베크맘베토브 제임스맥어보이 모건프리먼 안젤리나졸리 청소년관람불가 액션 미국 독일
449,광식이 동생 광태,2.0,2.79245,,130176.0,1526.0,387.0,104.0,2005.0,2046,3310,11076,8135,26286,8562,44937,929,19937,4958,김현석 김주혁 봉태규 정경호 15세관람가 로맨틱 코미디 한국
450,세븐 데이즈,2.0,3.5326,,201751.0,4186.0,483.0,125.0,2007.0,810,1437,4710,6533,14485,20186,55083,6929,64848,26730,원신연 김윤진 박희순 김미숙 청소년관람불가 스릴러 한국
451,쩨쩨한 로맨스,3.0,2.98451,,134613.0,2148.0,401.0,118.0,2010.0,1765,3068,8106,9245,21359,10784,45311,1402,25576,7997,김정훈 이선균 최강희 오정세 청소년관람불가 로맨틱 코미디 한국
452,이클립스,3.0,3.43617,,256344.0,2555.0,537.0,124.0,2010.0,5035,4718,13582,11133,24139,19493,57661,6726,59188,54669,데이비드슬레이드 로버트패틴슨 크리스틴스튜어트 테일러로트너 12세관람가 판타지 미국
453,박쥐,2.0,3.1077,,197323.0,9820.0,1583.0,133.0,2009.0,2389,3493,12643,9715,29597,18253,57335,6985,41282,15631,박찬욱 송강호 김옥빈 송영창 청소년관람불가 스릴러 한국
454,셜록홈즈 : 그림자 게임,3.0,3.67752,,264208.0,11493.0,875.0,128.0,2011.0,903,1815,4476,8240,15694,26515,62224,10246,84128,49967,가이리치 로버트다우니주니어 주드로 누미라파스 15세관람가 액션 미국
455,내 생애 가장 아름다운 일주일,3.0,3.24995,,103103.0,2610.0,243.0,129.0,2005.0,768,1380,4297,4954,11701,9227,33670,1985,25317,9804,민규동 주현 오미희 엄정화 15세관람가 로맨틱 코미디 한국
456,테이큰,3.0,4.09672,,504155.0,10691.0,2479.0,93.0,2008.0,810,1212,3560,6790,9885,41272,64469,36431,177774,161952,피에르모렐 리암니슨 매기그레이스 릴랜드오서 청소년관람불가 액션 프랑스
457,7광구,1.0,1.75753,,85970.0,419.0,1309.0,112.0,2011.0,11691,4643,27785,3606,19770,1505,12434,127,3262,1147,김지훈 하지원 안성기 오지호 15세관람가 SF 한국
458,가문의 영광 4 - 가문의 수난,1.0,2.23151,,41326.0,174.0,284.0,103.0,2011.0,2547,1326,11235,1567,8706,1205,8660,182,4092,1806,정태원 김수미 신현준 탁재훈 15세관람가 코미디 한국
459,하울의 움직이는 성,4.0,4.20534,,621710.0,8440.0,2929.0,119.0,2004.0,849,1260,4270,6018,11534,38635,67738,49771,200281,241354,미야자키하야오 손정아 김영선 성선녀 전체관람가 애니메이션 일본
460,화차,4.0,3.30847,,238893.0,6417.0,1415.0,117.0,2012.0,1388,2371,9240,9004,25068,26103,72305,6352,67941,19121,변영주 이선균 김민희 조성하 15세관람가 스릴러 한국
461,반창꼬,3.0,3.50538,,319169.0,5985.0,1229.0,120.0,2012.0,2732,4211,9887,13953,24982,30795,79820,10418,89648,52723,정기훈 고수 한효주 김성오 15세관람가 로맨스 멜로 한국
462,나는 전설이다,4.0,3.57933,,351919.0,4480.0,1305.0,97.0,2007.0,1233,2391,6567,11670,23664,37857,91979,13859,111891,50808,프란시스로렌스 윌스미스 앨리스브라가 찰리타핸 12세관람가 SF 미국
463,우리들의 행복한 시간,3.0,3.60441,,310933.0,9237.0,906.0,120.0,2006.0,1520,2551,6207,10947,20384,32030,78362,12611,93701,52620,송해성 강동원 이나영 강신일 15세관람가 드라마 한국
464,위험한 상견례,1.0,3.01242,,186976.0,1430.0,555.0,118.0,2011.0,2742,4109,13227,11398,28346,16272,57359,2790,37956,12777,김진영 송새벽 이시영 백윤식 12세관람가 코미디 한국
465,마파도,1.0,2.78611,,160003.0,446.0,295.0,105.0,2005.0,3473,5226,12905,12631,30132,12181,52360,1423,23059,6613,추창민 이정진 이문식 김수미 15세관람가 코미디 한국
466,후궁 : 제왕의 첩,1.0,2.62088,,174162.0,1499.0,575.0,122.0,2012.0,5149,6809,21595,12107,41009,7511,48434,1117,19064,11367,김대승 조여정 김동욱 김민준 청소년관람불가 스릴러 한국
467,가문의 부활 - 가문의 영광 3,1.0,2.30139,,49501.0,117.0,239.0,128.0,2006.0,2294,1974,10874,2424,11614,1543,12501,156,4559,1562,정용기 신현준 탁재훈 김원희 15세관람가 코미디 한국
468,시라노; 연애조작단,4.0,3.32162,4.0,456538.0,4263.0,1177.0,117.0,2010.0,3048,5768,14707,21668,46945,43401,143152,9588,122528,45733,김현석 엄태웅 이민정 박신혜 12세관람가 로맨틱 코미디 한국
469,브레이킹 던 part2,1.0,3.58844,,252706.0,3936.0,781.0,115.0,2012.0,4942,3923,12249,9128,19566,19253,47668,9336,61383,65258,빌콘돈 로버트패틴슨 크리스틴스튜어트 테일러로트너 15세관람가 판타지 미국
470,미스터 & 미세스 스미스,4.0,3.65016,,344494.0,6876.0,1002.0,119.0,2005.0,666,1533,4028,9550,16819,38726,90918,11944,120299,50011,더그라이만 브래드피트 안젤리나졸리 애덤브로디 15세관람가 액션 미국
471,해리 포터와 죽음의 성물 - 1부,4.0,3.84173,,361243.0,2977.0,785.0,146.0,2010.0,1252,1768,6389,8544,16135,33381,71666,16768,109264,96076,데이빗예이츠 다니엘래드클리프 엠마왓슨 루퍼트그린트 전체관람가 판타지 영국 미국
472,솔트,3.0,3.32061,,202369.0,3651.0,698.0,99.0,2010.0,976,2276,5376,10056,20762,20440,65778,4395,54182,18128,필립노이스 안젤리나졸리 리브슈라이버 치웨텔에지오포 15세관람가 액션 미국
473,방자전,3.0,2.97868,,253594.0,1728.0,753.0,124.0,2010.0,4279,6782,15951,16806,42049,18548,82194,3080,44029,19876,김대우 조여정 김주혁 류승범 청소년관람불가 드라마 한국
474,친절한 금자씨,2.0,3.49795,4.0,275442.0,12673.0,1792.0,112.0,2005.0,1428,1982,9550,6934,23294,26082,71763,13216,85645,35548,박찬욱 이영애 최민식 김시후 청소년관람불가 스릴러 한국
475,퀵,1.0,2.90859,,341313.0,1008.0,1016.0,115.0,2011.0,8613,9764,29830,22632,56660,24693,97289,4324,61267,26241,조범구 이민기 강예원 김인권 15세관람가 액션 한국
476,캐리비안의 해적: 낯선 조류,4.0,3.78881,2.0,341778.0,4488.0,754.0,137.0,2011.0,1083,1930,5168,9544,16891,30515,72560,12911,109766,81410,롭마샬 조니뎁 페넬로페크루즈 제프리러쉬 12세관람가 판타지 미국
