DESC,감독,배우,평가자수,보고싶어요수,코멘트수,별점분포
"Child's Play, 1988, 미국, 공포, 스릴러, 15세 관람가, 1시간 27분",톰 홀랜드,"[캐서린 힉스, 크리스 서랜던, 알렉스 빈센트]","86,266",702,514,"{""1"":2249,""2"":4493,""3"":1735,""4"":8351,""5"":4429,""6"":23368,""7"":11688,""8"":21119,""9"":2491,""10"":6343}"
"Infernal Affairs II, 2003, 홍콩, 범죄, 스릴러, 드라마, 15세 관람가, 1시간 43분",유위강,"[황추생, 증지위, 유가령]","42,968","3,030",325,"{""1"":131,""2"":1132,""3"":197,""4"":2434,""5"":872,""6"":8658,""7"":4105,""8"":14252,""9"":2458,""10"":8729}"
"Basic Instinct, 1992, 미국, 스릴러, 청소년 관람불가, 2시간 3분",폴 버호벤,"[마이클 더글라스, 샤론 스톤, 조지 던자]","49,078","5,140",376,"{""1"":147,""2"":1071,""3"":339,""4"":3562,""5"":1467,""6"":14207,""7"":6110,""8"":15625,""9"":1703,""10"":4847}"
"The Hangover Part II, 2011, 미국, 코미디, 청소년 관람불가, 1시간 42분",토드 필립스,"[브래들리 쿠퍼, 에드 헬름스, 자흐 갈리피아나키스]","56,110","3,295",446,"{""1"":488,""2"":1760,""3"":874,""4"":5465,""5"":3479,""6"":15243,""7"":6671,""8"":14433,""9"":1583,""10"":6114}"
"Blades Of Blood, 2010, 한국, 드라마, 액션, 15세 관람가, 1시간 51분",이준익,"[차승원, 한지혜, 백성현]","74,057","2,808",590,"{""1"":937,""2"":2768,""3"":1844,""4"":9599,""5"":6761,""6"":24015,""7"":9204,""8"":13837,""9"":1487,""10"":3606}"
"Hello Schoolgirl, 2008, 한국, 로맨틱 코미디, 12세 관람가, 1시간 53분",류장하,"[박혜진, 김해자, 손지효]","62,482","1,325",444,"{""1"":1091,""2"":3897,""3"":2025,""4"":10371,""5"":5504,""6"":19465,""7"":5774,""8"":10019,""9"":1002,""10"":3334}"
"The Unforgiven, 2005, 한국, 드라마, 15세 관람가, 2시간 1분",윤종빈,"[하정우, 서장원, 윤종빈]","57,372","6,038",852,"{""1"":249,""2"":1359,""3"":356,""4"":3352,""5"":1403,""6"":12624,""7"":8042,""8"":20221,""9"":3585,""10"":6181}"
"The Suspect, 2013, 한국, 액션, 드라마, 15세 관람가, 2시간 17분",원신연,"[공유, 박희순, 조성하]","113,276","4,123","1,840","{""1"":1234,""2"":2714,""3"":2263,""4"":9511,""5"":8874,""6"":30599,""7"":17918,""8"":26290,""9"":4057,""10"":9816}"
"The Reader, 2008, 미국, 독일, 로맨스/멜로, 드라마, 청소년 관람불가, 2시간 3분",스티븐 달드리,"[랄프 파인즈, 자넷 헤인, 데이빗 크로스]","71,552","17,666",986,"{""1"":200,""2"":1454,""3"":408,""4"":4107,""5"":1913,""6"":15844,""7"":9416,""8"":23360,""9"":5030,""10"":9820}"
"Just My Luck, 2006, 미국, 로맨틱 코미디, 12세 관람가, 1시간 42분",도날드 페트리,"[린제이 로한, 크리스 파인, 페이즌 러브]","69,624","4,270",404,"{""1"":300,""2"":2007,""3"":885,""4"":6158,""5"":3944,""6"":22162,""7"":8855,""8"":18206,""9"":1543,""10"":5564}"
"Antique, 2008, 한국, 드라마, 15세 관람가, 1시간 49분",민규동,"[주지훈, 유아인, 김재욱]","117,293","2,122",655,"{""1"":3513,""2"":7599,""3"":4993,""4"":18488,""5"":12307,""6"":34673,""7"":12985,""8"":16685,""9"":1704,""10"":4346}"
"時失里 2km, 2004, 한국, 코미디, 공포, 15세 관람가, 1시간 49분",신정원,"[임창정, 권오중, 임은경]","98,890",622,424,"{""1"":2853,""2"":7749,""3"":3938,""4"":17666,""5"":8310,""6"":28275,""7"":10123,""8"":15074,""9"":1358,""10"":3544}"
"着信アリ: One Missed Call, 2003, 일본, 공포, 스릴러, 12세 관람가, 1시간 52분",미이케 다카시,"[시바사키 코우, 츠츠미 신이치, 후키이시 카즈에]","80,766",562,398,"{""1"":3665,""2"":11234,""3"":3002,""4"":15653,""5"":5759,""6"":21913,""7"":5722,""8"":9998,""9"":807,""10"":3013}"
"Volcano High School, 2001, 한국, 액션, 코미디, 판타지, 12세 관람가, 2시간 1분",김태균,"[장혁, 신민아, 허준호]","128,100",380,675,"{""1"":7536,""2"":15841,""3"":7724,""4"":27679,""5"":12931,""6"":32547,""7"":9232,""8"":10862,""9"":887,""10"":2861}"
"Ocean's Twelve, 2004, 미국, 오스트레일리아, 액션, 코미디, 12세 관람가, 2시간 5분",스티븐 소더버그,"[돈 치들, 베니 맥, 조지 클루니]","92,122","5,650",394,"{""1"":262,""2"":1063,""3"":609,""4"":4384,""5"":3440,""6"":22105,""7"":12537,""8"":30841,""9"":3941,""10"":12940}"
"Chaw, 2009, 한국, 스릴러, 액션, 12세 관람가, 2시간 1분",신정원,"[엄태웅, 정유미, 장항선]","98,199",448,587,"{""1"":4004,""2"":10807,""3"":5145,""4"":21843,""5"":9601,""6"":27555,""7"":6661,""8"":9302,""9"":665,""10"":2616}"
"Sex Is Zero 2, 2007, 한국, 코미디, 청소년 관람불가, 1시간 55분",윤태윤,"[임창정, 송지효, 신이]","86,102",382,290,"{""1"":4575,""2"":13352,""3"":4548,""4"":19742,""5"":6062,""6"":20890,""7"":4089,""8"":8419,""9"":583,""10"":3842}"
"How to Use Guys with Secret Tips, 2012, 한국, 코미디, 로맨스/멜로, 15세 관람가, 1시간 56분",이원석,"[김준성, 이시영, 오정세]","113,197","3,591","1,474","{""1"":3981,""2"":9899,""3"":4079,""4"":16481,""5"":8306,""6"":28574,""7"":13403,""8"":20210,""9"":2518,""10"":5746}"
"Vampire Cop Ricky, 2006, 한국, 코미디, 액션, 12세 관람가, 1시간 50분",이시명,"[김수로, 조여정, 천호진]","63,642",129,395,"{""1"":2897,""2"":12791,""3"":3369,""4"":19100,""5"":4112,""6"":15099,""7"":1645,""8"":3670,""9"":98,""10"":861}"
"Blood Diamond, 2006, 미국, 독일, 액션, 스릴러, 청소년 관람불가, 2시간 22분",에드워드 즈윅,"[레오나르도 디카프리오, 제니퍼 코넬리, 자이몬 훈수]","79,676","11,815",707,"{""1"":130,""2"":1200,""3"":282,""4"":3465,""5"":1556,""6"":17415,""7"":9366,""8"":29659,""9"":5277,""10"":11326}"
"My Brother..., 2004, 한국, 드라마, 15세 관람가, 1시간 52분",안권태,"[원빈, 신하균, 김해숙]","116,485","2,997",380,"{""1"":605,""2"":2193,""3"":1472,""4"":9564,""5"":7114,""6"":38692,""7"":16011,""8"":29435,""9"":3275,""10"":8124}"
"Crying Fist, 2005, 한국, 드라마, 액션, 15세 관람가, 2시간 14분",류승완,"[최민식, 류승범, 기주봉]","89,884","4,603",613,"{""1"":371,""2"":1850,""3"":712,""4"":6207,""5"":3449,""6"":26500,""7"":11705,""8"":26676,""9"":3378,""10"":9036}"
"Django Unchained, 2012, 미국, 액션, 드라마, 청소년 관람불가, 2시간 45분",쿠엔틴 타란티노,"[제이미 폭스, 레오나르도 디카프리오, 크리스토프 왈츠]","102,247","22,738","2,703","{""1"":384,""2"":1958,""3"":581,""4"":4812,""5"":2205,""6"":16705,""7"":11003,""8"":34557,""9"":11665,""10"":18377}"
"2009, 한국, 코미디, 드라마, 전체 관람가, 2시간 ",박건용,"[이범수, 조안, 이윤회]","95,130","1,158",328,"{""1"":840,""2"":3699,""3"":1516,""4"":10502,""5"":5629,""6"":30305,""7"":10706,""8"":22771,""9"":2238,""10"":6924}"
"A Chinese Ghost Story, 1987, 홍콩, 판타지, 로맨스/멜로, 15세 관람가, 1시간 38분",정소동,"[장국영, 왕조현, 우마]","87,674","3,424",429,"{""1"":203,""2"":1605,""3"":313,""4"":3329,""5"":1296,""6"":16202,""7"":7930,""8"":32979,""9"":4653,""10"":19164}"
"Holiday, 2005, 한국, 범죄, 드라마, 청소년 관람불가, 2시간 ",양윤호,"[최민수, 이성재, 김동현]","82,905","2,538",353,"{""1"":435,""2"":3537,""3"":884,""4"":9239,""5"":3411,""6"":25210,""7"":7132,""8"":21991,""9"":2176,""10"":8890}"
"Before Sunset, 2004, 미국, 로맨스/멜로, 드라마, 15세 관람가, 1시간 19분",리처드 링클레이터,"[에단 호크, 줄리 델피, 마리안느 플라스테그]","108,052","29,458","1,330","{""1"":357,""2"":2110,""3"":380,""4"":3846,""5"":1619,""6"":15892,""7"":9239,""8"":35230,""9"":9682,""10"":29697}"
"Moneyball, 2011, 미국, 드라마, 12세 관람가, 2시간 12분",베넷 밀러,"[브래드 피트, 필립 세이모어 호프만, 케리스 도시]","114,191","15,399","1,770","{""1"":449,""2"":2208,""3"":515,""4"":4639,""5"":2327,""6"":21084,""7"":13793,""8"":42889,""9"":9295,""10"":16992}"
"Starship Troopers, 1997, 미국, SF, 액션, 청소년 관람불가, 2시간 9분",폴 버호벤,"[데니스 리차드, 캐스퍼 반 디엔, 디나 메이어]","97,401","1,683",642,"{""1"":351,""2"":2364,""3"":675,""4"":6324,""5"":2784,""6"":23987,""7"":10703,""8"":32368,""9"":4060,""10"":13785}"
"Bloody Tie, 2006, 한국, 범죄, 액션, 청소년 관람불가, 1시간 57분",최호,"[황정민, 류승범, 추자현]","87,959","3,494",366,"{""1"":314,""2"":2383,""3"":506,""4"":5948,""5"":2363,""6"":23790,""7"":9071,""8"":29805,""9"":2627,""10"":11152}"
"Total Recall, 2012, 미국, 캐나다, SF, 액션, 15세 관람가, 1시간 58분",렌 와이즈먼,"[콜린 파렐, 케이트 베킨세일, 제시카 비엘]","117,431","7,328",775,"{""1"":805,""2"":3458,""3"":1495,""4"":10663,""5"":6086,""6"":33045,""7"":14334,""8"":32439,""9"":3676,""10"":11430}"
"Sunny, 2008, 한국, 드라마, 로맨스/멜로, 15세 관람가, 2시간 6분",이준익,"[수애, 정진영, 정경호]","116,814","1,989",368,"{""1"":1061,""2"":5288,""3"":2209,""4"":16748,""5"":7917,""6"":41670,""7"":12279,""8"":22080,""9"":1720,""10"":5842}"
"The Great Gatsby, 2013, 미국, 오스트레일리아, 드라마, 로맨스/멜로, 15세 관람가, 2시간 21분",바즈 루어만,"[레오나르도 디카프리오, 캐리 멀리건, 조엘 에저튼]","190,124","31,434","3,389","{""1"":668,""2"":2413,""3"":1221,""4"":7999,""5"":7143,""6"":37369,""7"":28262,""8"":59583,""9"":15535,""10"":29931}"
"Save The Green Planet!, 2003, 한국, 스릴러, 코미디, 청소년 관람불가, 1시간 57분",장준환,"[신하균, 백윤식, 기주봉]","120,247","10,781","1,631","{""1"":1654,""2"":8068,""3"":1569,""4"":12058,""5"":3827,""6"":23823,""7"":10957,""8"":33385,""9"":7504,""10"":17402}"
"The Lost World: Jurassic Park, 1997, 미국, SF, 액션, 전체 관람가, 2시간 14분",스티븐 스필버그,"[제프 골드브럼, 줄리안 무어, 피트 포스틀스웨이트]","138,640","1,832",425,"{""1"":426,""2"":2089,""3"":940,""4"":7964,""5"":4378,""6"":35197,""7"":16099,""8"":45553,""9"":5358,""10"":20636}"
"Evan Almighty, 2007, 미국, 코미디, 판타지, 전체 관람가, 1시간 35분",톰 새디악,"[스티브 카렐, 모건 프리먼, 조나 힐]","133,018","2,659",490,"{""1"":615,""2"":3373,""3"":1533,""4"":11772,""5"":7223,""6"":40825,""7"":15970,""8"":35767,""9"":3364,""10"":12576}"
"Highway Star, 2007, 한국, 코미디, 드라마, 12세 관람가, 1시간 54분",김현수,"[차태현, 임채무, 이소연]","142,638",475,369,"{""1"":2209,""2"":9344,""3"":3785,""4"":23672,""5"":10932,""6"":49232,""7"":12812,""8"":23126,""9"":1459,""10"":6068}"
"Saw II, 2005, 미국, 공포, 스릴러, 청소년 관람불가, 1시간 32분",대런 린 보우즈만,"[토빈 벨, 샤니 스미스, 도니 월버그]","135,184","1,152",474,"{""1"":3482,""2"":10528,""3"":2071,""4"":14700,""5"":5646,""6"":34273,""7"":12293,""8"":31879,""9"":3585,""10"":16727}"
"容疑者Xの獻身, 2008, 일본, 스릴러, 드라마, 12세 관람가, 2시간 8분",니시타니 히로시,"[후쿠야마 마사하루, 시바사키 코우, 츠츠미 신이치]","127,241","5,715",659,"{""1"":741,""2"":4484,""3"":1134,""4"":10343,""5"":4712,""6"":33013,""7"":13838,""8"":38535,""9"":4844,""10"":15597}"
"Coyote Ugly, 2000, 미국, 로맨틱 코미디, 드라마, 15세 관람가, 1시간 40분",데이빗 맥낼리,"[파이퍼 페라보, 애덤 가르시아, 마리아 벨로]","137,150","4,918",441,"{""1"":421,""2"":2448,""3"":748,""4"":6761,""5"":3854,""6"":34311,""7"":15956,""8"":48126,""9"":4969,""10"":19556}"
"Prometheus, 2012, 미국, SF, 스릴러, 청소년 관람불가, 2시간 3분",리들리 스콧,"[누미 라파스, 마이클 패스벤더, 샤를리즈 테론]","152,699","10,046","1,834","{""1"":1161,""2"":5623,""3"":1466,""4"":11883,""5"":5401,""6"":34081,""7"":17014,""8"":44825,""9"":8316,""10"":22929}"
"Stuart Little, 1999, 미국, 코미디, 판타지, 전체 관람가, 1시간 22분",롭 민코프,"[지나 데이비스, 휴 로리, 조나단 립니키]","189,626","2,907",463,"{""1"":475,""2"":2863,""3"":1083,""4"":10237,""5"":6077,""6"":54740,""7"":25520,""8"":62156,""9"":6100,""10"":20375}"
"Ice Age, 2002, 미국, 애니메이션, 코미디, 전체 관람가, 1시간 21분",크리스 웻지,"[레이 로마노, 존 레귀자모, 데니스 리어리]","197,881","1,907",375,"{""1"":475,""2"":2705,""3"":1172,""4"":10203,""5"":5895,""6"":54029,""7"":25655,""8"":65637,""9"":6643,""10"":25467}"
"The Pursuit Of Happyness, 2006, 미국, 드라마, 전체 관람가, 1시간 57분",가브리엘 무치노,"[윌 스미스, 제이든 스미스, 제임스 카렌]","161,087","12,598",843,"{""1"":416,""2"":2967,""3"":670,""4"":7016,""5"":3359,""6"":31677,""7"":14372,""8"":52979,""9"":9495,""10"":38136}"
"Attack The Gas Station!, 1999, 한국, 코미디, 범죄, 액션, 청소년 관람불가, 1시간 57분",김상진,"[이성재, 유오성, 강성진]","197,341","1,493",510,"{""1"":1800,""2"":7436,""3"":2743,""4"":20120,""5"":9182,""6"":59400,""7"":21334,""8"":53712,""9"":4584,""10"":17030}"
"Armageddon, 1998, 미국, SF, 드라마, 로맨스/멜로, 액션, 12세 관람가, 2시간 25분",마이클 베이,"[브루스 윌리스, 벤 애플렉, 리브 타일러]","186,844","4,811",899,"{""1"":420,""2"":2250,""3"":697,""4"":6757,""5"":3650,""6"":36152,""7"":18012,""8"":68713,""9"":10938,""10"":39255}"
"Corpse Bride, 2005, 미국, 애니메이션, 판타지, 전체 관람가, 1시간 17분",팀 버튼,"[조니 뎁, 헬레나 본햄 카터, 에밀리 왓슨]","213,616","6,829",512,"{""1"":779,""2"":4649,""3"":1501,""4"":14348,""5"":7082,""6"":57846,""7"":24691,""8"":66618,""9"":7590,""10"":28512}"
"Kung Fu Hustle, 2004, 중국, 코미디, 드라마, 15세 관람가, 1시간 41분",주성치,"[주성치, 조지릉, 석행우]","213,524","1,223","1,034","{""1"":1101,""2"":5551,""3"":1761,""4"":14839,""5"":6988,""6"":51046,""7"":22866,""8"":68442,""9"":8335,""10"":32595}"
"2010, 한국, 로맨틱 코미디, 12세 관람가, 1시간 52분",장유정,"[임수정, 공유, 이청아]","232,095","9,580","1,262","{""1"":1354,""2"":6826,""3"":2550,""4"":19788,""5"":10277,""6"":61824,""7"":25984,""8"":64977,""9"":8623,""10"":29892}"
"Step Up, 2006, 미국, 드라마, 로맨스/멜로, 12세 관람가, 1시간 43분",앤 플레쳐,"[채닝 테이텀, 제나 드완, 드류 시도라]","276,610","8,426",632,"{""1"":1083,""2"":4355,""3"":1795,""4"":12890,""5"":7602,""6"":60254,""7"":27703,""8"":90487,""9"":11814,""10"":58627}"
"Toy Story 2, 1999, 미국, 애니메이션, 전체 관람가, 1시간 32분",존 라세터,"[톰 행크스, 팀 알렌, 조앤 쿠삭]","280,872","5,032",800,"{""1"":535,""2"":2745,""3"":914,""4"":9382,""5"":4504,""6"":52117,""7"":25743,""8"":100928,""9"":15961,""10"":68043}"
"The Mask, 1994, 미국, 코미디, 판타지, 액션, 범죄, 1시간 37분",척 러셀,"[짐 캐리, 피터 리거트, 피터 그린]","288,726","5,428","1,052","{""1"":794,""2"":3970,""3"":1262,""4"":11854,""5"":6087,""6"":62354,""7"":30730,""8"":105412,""9"":13810,""10"":52453}"
"Home Alone 2: Lost In New York, 1992, 미국, 코미디, 가족, 전체 관람가, 1시간 55분",크리스 콜럼버스,"[맥컬리 컬킨, 조 페시, 다니엘 스턴]","357,583","1,589","1,047","{""1"":851,""2"":3731,""3"":1642,""4"":13347,""5"":8242,""6"":70299,""7"":37281,""8"":123546,""9"":18113,""10"":80531}"
"The Lion King, 1994, 미국, 애니메이션, 전체 관람가, 1시간 29분",로저 알러스,"[김선우, 오승윤, 장세준]","328,892","6,738","1,398","{""1"":551,""2"":2783,""3"":756,""4"":7091,""5"":3533,""6"":44202,""7"":23204,""8"":115418,""9"":24705,""10"":106649}"
"Kung Fu Panda 2, 2011, 미국, 애니메이션, 액션, 코미디, 전체 관람가, 1시간 31분",여인영,"[잭 블랙, 더스틴 호프만, 성룡]","316,168","2,674",791,"{""1"":970,""2"":5828,""3"":2323,""4"":22149,""5"":10638,""6"":86933,""7"":32115,""8"":96816,""9"":8999,""10"":49397}"
"Ratatouille, 2007, 미국, 애니메이션, 코미디, 전체 관람가, 1시간 55분",브래드 버드,"[패튼 오스왈트, 루 로마노, 이안 홈]","361,209","8,274","1,645","{""1"":671,""2"":3488,""3"":1246,""4"":10714,""5"":6103,""6"":63177,""7"":36582,""8"":132362,""9"":23233,""10"":83633}"
"Shrek, 2001, 미국, 애니메이션, 코미디, 전체 관람가, 1시간 30분",빅키 젠슨,"[장광, 마이크 마이어스, 에디 머피]","404,948","1,493",877,"{""1"":812,""2"":3983,""3"":1589,""4"":14046,""5"":8131,""6"":88537,""7"":45216,""8"":155592,""9"":18269,""10"":68773}"
"Captain America: The Winter Soldier, 2014, 미국, 액션, 모험, SF, 15세 관람가, 2시간 16분",안소니 루소,"[크리스 에반스, 스칼렛 요한슨, 사무엘 L. 잭슨]","229,946","10,133","4,254","{""1"":866,""2"":1674,""3"":1317,""4"":5280,""5"":6316,""6"":30361,""7"":36601,""8"":76109,""9"":26625,""10"":44797}"
"The Pianist, 2002, 프랑스, 독일, 폴란드, 영국, 네덜란드, 드라마, 전쟁, 12세 관람가, 2시간 28분",로만 폴란스키,"[애드리언 브로디, 토머스 크레취만, 에드 스톱파드]","224,402","30,952","1,701","{""1"":428,""2"":2482,""3"":445,""4"":5021,""5"":1936,""6"":25225,""7"":13886,""8"":75697,""9"":22542,""10"":76740}"
"The Housemaid, 2010, 한국, 스릴러, 청소년 관람불가, 1시간 46분",임상수,"[전도연, 이정재, 윤여정]","222,417","2,817",964,"{""1"":3093,""2"":13671,""3"":5979,""4"":38591,""5"":17565,""6"":74076,""7"":21984,""8"":33971,""9"":3173,""10"":10314}"
"Pacific Rim, 2013, 미국, SF, 액션, 12세 관람가, 2시간 11분",길예르모 델 토로,"[키쿠치 린코, 찰리 헌냄, 론 펄먼]","150,186","5,959","2,865","{""1"":2783,""2"":6730,""3"":3423,""4"":16050,""5"":9856,""6"":38329,""7"":18456,""8"":34288,""9"":5103,""10"":15168}"
"World War Z, 2013, 미국, SF, 액션, 15세 관람가, 1시간 55분",마크 포스터,"[브래드 피트, 미레일 에노스, 다니엘라 케르테스]","314,712","9,606","3,458","{""1"":1394,""2"":4237,""3"":2315,""4"":14563,""5"":11214,""6"":67082,""7"":44917,""8"":104420,""9"":18499,""10"":46071}"
"Cold Eyes, 2013, 한국, 액션, 스릴러, 15세 관람가, 1시간 59분",조의석,"[설경구, 정우성, 한효주]","294,764","6,601","2,435","{""1"":1430,""2"":4079,""3"":3194,""4"":15924,""5"":15516,""6"":75131,""7"":47596,""8"":87296,""9"":12406,""10"":32192}"
"LIVE, 2013, 한국, 스릴러, 드라마, 15세 관람가, 1시간 37분",김병우,"[하정우, 이경영, 전혜진]","400,527","7,870","4,016","{""1"":2014,""2"":6553,""3"":3518,""4"":22514,""5"":16634,""6"":95649,""7"":58562,""8"":128247,""9"":19290,""10"":47546}"
"Secretly Greatly, 2013, 한국, 액션, 드라마, 코미디, 15세 관람가, 2시간 3분",장철수,"[김수현, 박기웅, 이현우]","482,992","4,293","3,248","{""1"":10821,""2"":23200,""3"":12915,""4"":51857,""5"":32443,""6"":117247,""7"":49604,""8"":102370,""9"":14406,""10"":68129}"
"2013, 한국, 드라마, 15세 관람가, 2시간 19분",한재림,"[송강호, 이정재, 백윤식]","492,065","10,601","3,834","{""1"":1993,""2"":5647,""3"":4218,""4"":21956,""5"":21120,""6"":108878,""7"":72175,""8"":158930,""9"":28348,""10"":68800}"
"Muay Thai Warrior, 2003, 태국, 액션, 15세 관람가, 1시간 40분",프라챠 핀카엡,"[토니 자, 춤폰 테피탁, 렁그라위 바이진다쿨]","109,104",506,346,"{""1"":963,""2"":5416,""3"":1590,""4"":13293,""5"":5217,""6"":35225,""7"":10565,""8"":25607,""9"":1933,""10"":9295}"
"Gravity, 2013, 미국, 영국, SF, 드라마, 스릴러, 12세 관람가, 1시간 30분",알폰소 쿠아론,"[산드라 블록, 조지 클루니, 오르토 이그나티우센]","339,236","26,815","7,847","{""1"":2196,""2"":5965,""3"":2364,""4"":12637,""5"":7266,""6"":44082,""7"":31288,""8"":95696,""9"":39484,""10"":98258}"
"The Attorney, 2013, 한국, 드라마, 15세 관람가, 2시간 7분",양우석,"[송강호, 오달수, 곽도원]","525,890","14,524","5,646","{""1"":2733,""2"":4781,""3"":1546,""4"":7381,""5"":7081,""6"":46054,""7"":45914,""8"":152660,""9"":60480,""10"":197260}"
"The Secret Life of Walter Mitty, 2013, 미국, 드라마, 판타지, 12세 관람가, 1시간 54분",벤 스틸러,"[숀 펜, 벤 스틸러, 크리스튼 위그]","165,914","29,303","5,223","{""1"":1154,""2"":2360,""3"":1674,""4"":6488,""5"":6383,""6"":25493,""7"":25553,""8"":48599,""9"":18837,""10"":29373}"
"The Plan Man, 2013, 한국, 코미디, 로맨스/멜로, 15세 관람가, 1시간 55분",성시흡,"[정재영, 한지민, 장광]","68,780","3,181","1,456","{""1"":1684,""2"":3149,""3"":2903,""4"":8278,""5"":7816,""6"":18165,""7"":10324,""8"":11070,""9"":1883,""10"":3508}"
"Side Effects, 2013, 미국, 스릴러, 범죄, 드라마, 청소년 관람불가, 1시간 46분",스티븐 소더버그,"[주드 로, 채닝 테이텀, 루니 마라]","12,413","6,384",435,"{""1"":64,""2"":343,""3"":136,""4"":883,""5"":825,""6"":3792,""7"":2390,""8"":3116,""9"":363,""10"":501}"
"Marriage Blue, 2013, 한국, 로맨틱 코미디, 15세 관람가, 1시간 58분",홍지영,"[김강우, 김효진, 옥택연]","49,978","3,793",805,"{""1"":1037,""2"":2188,""3"":1738,""4"":5674,""5"":4739,""6"":13525,""7"":6473,""8"":9976,""9"":1265,""10"":3363}"
"About Time, 2013, 영국, 로맨스/멜로, 코미디, 15세 관람가, 2시간 3분",리처드 커티스,"[도널 글리슨, 레이첼 맥아담스, 린제이 던칸]","449,950","23,543","8,429","{""1"":875,""2"":2417,""3"":1211,""4"":6228,""5"":5587,""6"":37333,""7"":36312,""8"":120601,""9"":59340,""10"":180046}"
"Way Back Home, 2013, 한국, 드라마, 15세 관람가, 2시간 11분",방은진,"[전도연, 고수, 강지우]","59,763","6,291","1,160","{""1"":397,""2"":912,""3"":635,""4"":2659,""5"":3026,""6"":11839,""7"":10008,""8"":17307,""9"":4488,""10"":8492}"
"The City Of Violence, 2006, 한국, 액션, 청소년 관람불가, 1시간 32분",류승완,"[류승완, 정두홍, 이범수]","112,837","2,132",688,"{""1"":683,""2"":4256,""3"":1084,""4"":11623,""5"":4358,""6"":34068,""7"":11143,""8"":31717,""9"":2318,""10"":11587}"
"Deja Vu, 2006, 미국, SF, 스릴러, 액션, 12세 관람가, 2시간 6분",토니 스콧,"[덴젤 워싱턴, 발 킬머, 폴라 패튼]","79,049","7,937",436,"{""1"":146,""2"":1230,""3"":298,""4"":4088,""5"":1987,""6"":20653,""7"":9132,""8"":28220,""9"":3643,""10"":9652}"
"Breathless, 2008, 한국, 드라마, 청소년 관람불가, 2시간 10분",양익준,"[양익준, 김꽃비, 이환]","116,032","10,848",972,"{""1"":892,""2"":4176,""3"":910,""4"":7409,""5"":2580,""6"":22367,""7"":10509,""8"":38338,""9"":7265,""10"":21586}"
"2011, 한국, 코미디, 드라마, 15세 관람가, 2시간 4분",조진모,"[류승범, 성동일, 박철민]","79,686","2,132",374,"{""1"":710,""2"":4031,""3"":1377,""4"":10915,""5"":4938,""6"":26128,""7"":7819,""8"":17453,""9"":1389,""10"":4926}"
"This Means War, 2012, 미국, 로맨틱 코미디, 액션, 15세 관람가, 1시간 37분",맥지,"[톰 하디, 리즈 위더스푼, 크리스 파인]","124,991","7,021","1,194","{""1"":627,""2"":3465,""3"":1300,""4"":9564,""5"":5814,""6"":32880,""7"":16510,""8"":36605,""9"":4826,""10"":13400}"
"Yes Man, 2008, 미국, 코미디, 드라마, 15세 관람가, 1시간 44분",페이튼 리드,"[짐 캐리, 주이 디샤넬, 브래들리 쿠퍼]","178,410","10,080","1,008","{""1"":544,""2"":3124,""3"":1158,""4"":10868,""5"":6211,""6"":49148,""7"":21236,""8"":58424,""9"":6783,""10"":20914}"
"2012, 한국, 범죄, 스릴러, 청소년 관람불가, 1시간 51분",김홍선,"[임창정, 최 다니엘, 오달수]","181,826","4,366",983,"{""1"":1759,""2"":7028,""3"":2443,""4"":17793,""5"":8513,""6"":49106,""7"":18632,""8"":49502,""9"":5395,""10"":21655}"
"The Moonlight Of Seoul, 2008, 한국, 범죄, 드라마, 청소년 관람불가, 2시간 3분",윤종빈,"[하정우, 윤계상, 윤진서]","81,513","3,098",640,"{""1"":1447,""2"":7289,""3"":1946,""4"":14278,""5"":5035,""6"":23132,""7"":6921,""8"":15209,""9"":1381,""10"":4875}"
"17 Again, 2009, 미국, 로맨틱 코미디, 드라마, 1시간 42분",버 스티어스,"[잭 에프론, 레슬리 만, 토머스 레넌]","121,630","7,435",832,"{""1"":508,""2"":2993,""3"":989,""4"":7491,""5"":4540,""6"":29589,""7"":15488,""8"":37986,""9"":5432,""10"":16614}"
"Little Miss Sunshine, 2006, 미국, 코미디, 15세 관람가, 1시간 42분",조나단 데이턴,"[스티브 카렐, 토니 콜렛, 그렉 키니어]","56,992","13,873","1,114","{""1"":120,""2"":1463,""3"":181,""4"":2349,""5"":803,""6"":8660,""7"":5756,""8"":19978,""9"":4872,""10"":12810}"
"Eye For An Eye, 2008, 한국, 스릴러, 액션, 범죄, 15세 관람가, 1시간 41분",곽경택,"[한석규, 차승원, 김지석]","71,307","1,797",213,"{""1"":501,""2"":3489,""3"":977,""4"":10322,""5"":3717,""6"":25816,""7"":5617,""8"":15308,""9"":819,""10"":4741}"
"No Manners, 2002, 한국, 코미디, 로맨스/멜로, 15세 관람가, 1시간 39분",조근식,"[류승범, 임은경, 공효진]","137,917","2,256",586,"{""1"":1450,""2"":6826,""3"":2355,""4"":18420,""5"":7675,""6"":44787,""7"":13693,""8"":31154,""9"":2218,""10"":9339}"
"[●Rec], 2007, 스페인, 공포, 청소년 관람불가, 1시간 18분",하우메 발라게로,"[마누엘라 벨라스코, 하비에르 보텟, 페란 떼라사]","81,816","2,907",707,"{""1"":974,""2"":4642,""3"":1075,""4"":8215,""5"":3202,""6"":18991,""7"":8473,""8"":22535,""9"":3116,""10"":10593}"
