DESC,감독,배우,평가자수,보고싶어요수,코멘트수,별점분포
"Clash Of The Titans, 2010, 영국, 미국, 판타지, 액션, 12세 관람가, 1시간 46분",루이스 리터리어,"[샘 워싱턴, 리암 니슨, 랄프 파인즈]","134,138","1,445",433,"{""1"":1319,""2"":8019,""3"":2555,""4"":21677,""5"":7677,""6"":45733,""7"":9403,""8"":25860,""9"":1423,""10"":10472}"
"Batman Begins, 2005, 미국, 판타지, 액션, 12세 관람가, 2시간 19분",크리스토퍼 놀란,"[크리스찬 베일, 리암 니슨, 케이티 홈즈]","299,713","8,113","1,617","{""1"":541,""2"":2849,""3"":779,""4"":8416,""5"":3972,""6"":51480,""7"":27982,""8"":110929,""9"":18486,""10"":74279}"
"X-Men Origins: Wolverine, 2009, 미국, 판타지, 액션, 12세 관람가, 1시간 47분",개빈 후드,"[휴 잭맨, 리브 슈라이버, 대니 휴스턴]","242,334","3,535",786,"{""1"":1525,""2"":5882,""3"":2560,""4"":17318,""5"":9271,""6"":61581,""7"":22961,""8"":72778,""9"":7051,""10"":41407}"
"Van Helsing, 2004, 미국, 체코, 판타지, 공포, 15세 관람가, 2시간 11분",스티븐 소머즈,"[휴 잭맨, 케이트 베킨세일, 슐러 헨슬리]","152,578","2,262",420,"{""1"":791,""2"":4656,""3"":1996,""4"":16832,""5"":8194,""6"":50544,""7"":14629,""8"":38499,""9"":2696,""10"":13741}"
"Hancock, 2008, 미국, 판타지, 액션, 12세 관람가, 1시간 32분",피터 버그,"[윌 스미스, 샤를리즈 테론, 제이슨 베이트먼]","250,752","3,364",968,"{""1"":1029,""2"":5688,""3"":2502,""4"":23586,""5"":11941,""6"":80392,""7"":26300,""8"":68831,""9"":5272,""10"":25211}"
"Edward Scissorhands, 1990, 미국, 판타지, 로맨스/멜로, 15세 관람가, 1시간 40분",팀 버튼,"[조니 뎁, 위노나 라이더, 다이안 위스트]","253,170","18,791","1,530","{""1"":545,""2"":3416,""3"":777,""4"":8794,""5"":3428,""6"":42701,""7"":20949,""8"":92983,""9"":18223,""10"":61354}"
"Harry Potter And The Half-Blood Prince, 2009, 영국, 미국, 판타지, 액션, 전체 관람가, 2시간 33분",데이빗 예이츠,"[다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트]","391,327","2,421",830,"{""1"":1478,""2"":9040,""3"":2232,""4"":23229,""5"":10381,""6"":89694,""7"":33888,""8"":115309,""9"":13518,""10"":92558}"
"Charlie And The Chocolate Factory, 2005, 미국, 영국, 판타지, 코미디, 전체 관람가, 1시간 54분",팀 버튼,"[조니 뎁, 프레디 하이모어, 미시 파일]","524,525","2,939","1,765","{""1"":1254,""2"":8670,""3"":2751,""4"":29743,""5"":13502,""6"":122449,""7"":54278,""8"":170146,""9"":25304,""10"":96428}"
"Crazy For Wait, 2007, 한국, 로맨스/멜로, 15세 관람가, 1시간 48분",류승진,"[장근석, 손태영, 장희진]","6,630",118,103,"{""1"":322,""2"":1165,""3"":461,""4"":2002,""5"":484,""6"":1533,""7"":205,""8"":377,""9"":16,""10"":65}"
"The Naked Kitchen, 2009, 한국, 로맨스/멜로, 드라마, 15세 관람가, 1시간 42분",홍지영,"[신민아, 주지훈, 김태우]","31,812","1,202",303,"{""1"":804,""2"":2245,""3"":1587,""4"":6349,""5"":3573,""6"":9383,""7"":2850,""8"":3693,""9"":350,""10"":978}"
"A Millionaires First Love, 2006, 한국, 로맨스/멜로, 12세 관람가, 1시간 56분",김태균,"[현빈, 이연희, 이한솔]","19,692",225,291,"{""1"":1041,""2"":3595,""3"":1206,""4"":5176,""5"":1366,""6"":4440,""7"":701,""8"":1581,""9"":80,""10"":506}"
"More Than Blue, 2009, 한국, 로맨스/멜로, 드라마, 15세 관람가, 1시간 45분",원태연,"[권상우, 이보영, 이범수]","46,468","2,998",425,"{""1"":999,""2"":2866,""3"":1148,""4"":5256,""5"":2465,""6"":10433,""7"":4200,""8"":10382,""9"":1935,""10"":6784}"
"時越愛, 2000, 한국, 로맨스/멜로, 판타지, 12세 관람가, 1시간 34분",이현승,"[이정재, 전지현, 조승연]","67,927","8,032",465,"{""1"":310,""2"":2180,""3"":654,""4"":6254,""5"":2690,""6"":19571,""7"":7370,""8"":19274,""9"":2527,""10"":7097}"
"...ing [아이엔지], 2003, 한국, 로맨스/멜로, 드라마, 12세 관람가, 1시간 50분",이언희,"[임수정, 김래원, 이미숙]","58,547","1,872",238,"{""1"":496,""2"":4420,""3"":1050,""4"":9500,""5"":3198,""6"":20117,""7"":4307,""8"":11009,""9"":683,""10"":3767}"
"Closer, 2004, 미국, 로맨스/멜로, 드라마, 청소년 관람불가, 1시간 43분",마이크 니콜스,"[나탈리 포트만, 주드 로, 줄리아 로버츠]","93,960","16,343","1,405","{""1"":272,""2"":2569,""3"":461,""4"":5578,""5"":2180,""6"":19541,""7"":9601,""8"":29628,""9"":6146,""10"":17984}"
"ただ、君を愛してる: Heavenly Forest, 2006, 일본, 로맨스/멜로, 드라마, 12세 관람가, 1시간 56분",신조 타케히코,"[타마키 히로시, 미야자키 아오이, 우에하라 미사]","146,081","11,726",867,"{""1"":937,""2"":5037,""3"":1412,""4"":10854,""5"":4742,""6"":33071,""7"":13241,""8"":42346,""9"":6226,""10"":28215}"
"You're My Sunshine!, 2005, 한국, 로맨스/멜로, 드라마, 청소년 관람불가, 2시간 1분",박진표,"[전도연, 황정민, 나문희]","220,017","10,034",665,"{""1"":676,""2"":4366,""3"":1011,""4"":12245,""5"":4585,""6"":52023,""7"":18817,""8"":75963,""9"":8729,""10"":41602}"
"Be With You, 2004, 일본, 로맨스/멜로, 드라마, 12세 관람가, 1시간 58분",도이 노부히로,"[타케우치 유코, 나카무라 시도, 타케이 아카시]","230,978","16,121","1,493","{""1"":822,""2"":5393,""3"":1101,""4"":11479,""5"":4016,""6"":40739,""7"":16596,""8"":71663,""9"":13260,""10"":65909}"
"The I Inside, 2003, 미국, 스릴러, SF, 15세 관람가, 1시간 33분",롤란드 수소 리흐터,"[라이언 필립, 사라 폴리, 파이퍼 페라보]","11,796","4,220",152,"{""1"":42,""2"":421,""3"":78,""4"":878,""5"":420,""6"":3518,""7"":1331,""8"":3707,""9"":329,""10"":1072}"
"The Jacket, 2005, 미국, 영국, 독일, 스릴러, 판타지, 15세 관람가, 1시간 42분",존 메이버리,"[애드리언 브로디, 키이라 나이틀리, 크리스 크리스토퍼슨]","25,315","4,823",260,"{""1"":100,""2"":658,""3"":196,""4"":2018,""5"":1035,""6"":6885,""7"":3098,""8"":7895,""9"":1006,""10"":2424}"
"십억: A Million, 2009, 한국, 스릴러, 15세 관람가, 1시간 54분",조민호,"[박해일, 박희순, 신민아]","151,143","1,139",736,"{""1"":5373,""2"":18924,""3"":6934,""4"":33577,""5"":12551,""6"":39826,""7"":9874,""8"":16838,""9"":1439,""10"":5807}"
"デスノ-ト 前編: Death Note, 2006, 일본, 스릴러, 범죄, 12세 관람가, 2시간 6분",카네코 슈스케,"[후지와라 타츠야, 마츠야마 켄이치, 호소카와 시게키]","239,536","1,122",943,"{""1"":4689,""2"":16578,""3"":6422,""4"":35044,""5"":15255,""6"":67570,""7"":19926,""8"":47113,""9"":4697,""10"":22242}"
"Disturbia, 2007, 미국, 스릴러, 공포, 12세 관람가, 1시간 44분",D.J. 카루소,"[샤이아 라보프, 사라 로머, 데이빗 모스]","79,644","2,308",435,"{""1"":243,""2"":2294,""3"":702,""4"":7332,""5"":3644,""6"":26083,""7"":10206,""8"":21955,""9"":1884,""10"":5301}"
"Blindness, 2008, 미국, 캐나다, 일본, 스릴러, 드라마, 청소년 관람불가, 2시간 ",페르난도 메이렐레스,"[줄리안 무어, 마크 러팔로, 가엘 가르시아 베르날]","126,071","13,782",872,"{""1"":724,""2"":3995,""3"":1158,""4"":10541,""5"":5277,""6"":34495,""7"":15576,""8"":36400,""9"":4923,""10"":12982}"
"Vanilla Sky, 2001, 미국, 스릴러, 로맨스/멜로, 드라마, 청소년 관람불가, 2시간 15분",카메론 크로우,"[톰 크루즈, 페넬로페 크루즈, 카메론 디아즈]","104,270","15,627","1,099","{""1"":360,""2"":2952,""3"":499,""4"":6689,""5"":2283,""6"":22634,""7"":9270,""8"":33243,""9"":6542,""10"":19798}"
"The Sixth Sense, 1999, 미국, 스릴러, 드라마, 12세 관람가, 1시간 47분",M. 나이트 샤말란,"[브루스 윌리스, 할리 조엘 오스먼트, 토니 콜렛]","317,642","20,274","1,799","{""1"":581,""2"":2778,""3"":567,""4"":5893,""5"":2628,""6"":36866,""7"":21145,""8"":117997,""9"":27075,""10"":102112}"
"The Prestige, 2006, 영국, 미국, 스릴러, 드라마, 15세 관람가, 2시간 10분",크리스토퍼 놀란,"[휴 잭맨, 크리스찬 베일, 마이클 케인]","109,165","21,254","1,615","{""1"":324,""2"":2623,""3"":396,""4"":4788,""5"":2030,""6"":19876,""7"":12245,""8"":38057,""9"":8897,""10"":19929}"
"The Game, 2007, 한국, 스릴러, 15세 관람가, 1시간 56분",윤인호,"[신하균, 변희봉, 손현주]","177,380","3,385",603,"{""1"":1532,""2"":8508,""3"":2733,""4"":22869,""5"":9128,""6"":52786,""7"":15500,""8"":43809,""9"":3983,""10"":16532}"
"Death Note: The Last Name, 2006, 미국, 일본, 스릴러, 판타지, 12세 관람가, 2시간 19분",카네코 슈스케,"[후지와라 타츠야, 마츠야마 켄이치, 나카무라 시도]","207,363",876,518,"{""1"":4054,""2"":20179,""3"":4676,""4"":35864,""5"":10318,""6"":58259,""7"":12025,""8"":39045,""9"":2634,""10"":20309}"
"Phone Booth, 2002, 미국, 스릴러, 12세 관람가, 1시간 21분",조엘 슈마허,"[콜린 파렐, 포레스트 휘태커, 키퍼 서덜랜드]","213,158","7,320","1,295","{""1"":524,""2"":4565,""3"":747,""4"":10375,""5"":3561,""6"":42932,""7"":18814,""8"":78580,""9"":11162,""10"":41898}"
"Snowpiercer, 2013, 한국, SF, 액션, 드라마, 15세 관람가, 2시간 5분",봉준호,"[크리스 에반스, 송강호, 고아성]","465,284","17,081","5,418","{""1"":1527,""2"":4950,""3"":2701,""4"":16756,""5"":14099,""6"":88687,""7"":66892,""8"":160974,""9"":35320,""10"":73378}"
"The Thirteenth Floor, 1999, 독일, 미국, SF, 판타지, 12세 관람가, 1시간 38분",조세프 루스낵,"[크레이그 비에코, 그레첸 몰, 아민 뮬러-스탈]","45,383","12,772",703,"{""1"":111,""2"":1202,""3"":182,""4"":2234,""5"":833,""6"":8945,""7"":4549,""8"":16588,""9"":2877,""10"":7862}"
"Jumper, 2008, 미국, SF, 판타지, 15세 관람가, 1시간 28분",더그 라이만,"[헤이든 크리스텐슨, 사무엘 L. 잭슨, 제이미 벨]","238,729","3,683","1,097","{""1"":1181,""2"":4895,""3"":2846,""4"":21073,""5"":12631,""6"":70146,""7"":27955,""8"":65740,""9"":6609,""10"":25653}"
"Twelve Monkeys, 1995, 미국, SF, 스릴러, 드라마, 15세 관람가, 2시간 9분",테리 길리암,"[브루스 윌리스, 매들린 스토우, 브래드 피트]","69,224","10,617",785,"{""1"":148,""2"":1393,""3"":291,""4"":3616,""5"":1261,""6"":14192,""7"":6894,""8"":25425,""9"":4272,""10"":11732}"
"District 9, 2009, 미국, 뉴질랜드, 캐나다, 남아프리카 공화국, SF, 스릴러, 청소년 관람불가, 1시간 52분",닐 블롬캠프,"[샬토 코플리, 제이슨 코프, 바네사 헤이우드]","227,763","11,087","2,334","{""1"":1028,""2"":4822,""3"":1319,""4"":11537,""5"":4662,""6"":38363,""7"":20371,""8"":76006,""9"":19329,""10"":50326}"
"Cloverfield, 2008, 미국, SF, 스릴러, 다큐멘터리, 15세 관람가, 1시간 25분",맷 리브스,"[리지 캐플란, T.J. 밀러, 제시카 루카스]","87,499","5,057",948,"{""1"":849,""2"":4328,""3"":1028,""4"":9684,""5"":3841,""6"":22726,""7"":8575,""8"":23272,""9"":2951,""10"":10245}"
"Mr. Xxx-kisser, 2012, 한국, 코미디, 15세 관람가, 1시간 58분",정승구,"[성동일, 송새벽, 한채아]","25,064",432,195,"{""1"":1210,""2"":2939,""3"":1563,""4"":5582,""5"":2464,""6"":6276,""7"":1740,""8"":2354,""9"":216,""10"":720}"
"Captain America: The First Avenger, 2011, 미국, 판타지, 액션, 12세 관람가, 2시간 3분",조 존스톤,"[크리스 에반스, 휴고 위빙, 토미 리 존스]","192,925","4,786","1,616","{""1"":901,""2"":5144,""3"":2046,""4"":16585,""5"":9385,""6"":52663,""7"":24708,""8"":49353,""9"":7402,""10"":24738}"
"CHAMP, 2011, 한국, 드라마, 12세 관람가, 2시간 13분",이환경,"[차태현, 유오성, 박하선]","11,772",558,95,"{""1"":207,""2"":982,""3"":344,""4"":2082,""5"":822,""6"":3476,""7"":874,""8"":1922,""9"":162,""10"":901}"
"2011, 한국, 로맨틱 코미디, 12세 관람가, 1시간 50분",김병곤,"[김하늘, 장근석, 강하늘]","35,824",432,338,"{""1"":2396,""2"":6281,""3"":2012,""4"":8486,""5"":2590,""6"":8524,""7"":1414,""8"":3065,""9"":128,""10"":928}"
"Born To Sing, 2012, 한국, 코미디, 12세 관람가, 1시간 52분",이종필,"[김인권, 류현경, 유연석]","39,843",846,387,"{""1"":1666,""2"":3925,""3"":2224,""4"":7599,""5"":4317,""6"":10866,""7"":3167,""8"":4101,""9"":446,""10"":1532}"
"Looper, 2012, 미국, SF, 액션, 스릴러, 청소년 관람불가, 1시간 59분",라이언 존슨,"[조셉 고든-레빗, 브루스 윌리스, 에밀리 블런트]","93,535","16,363","1,261","{""1"":288,""2"":2032,""3"":561,""4"":6295,""5"":3416,""6"":25718,""7"":13240,""8"":30097,""9"":3554,""10"":8334}"
"Dark Shadows, 2012, 미국, 로맨틱 코미디, 공포, 15세 관람가, 1시간 52분",팀 버튼,"[조니 뎁, 에바 그린, 미쉘 파이퍼]","30,649","2,513",682,"{""1"":730,""2"":1872,""3"":1339,""4"":5814,""5"":3835,""6"":9108,""7"":2874,""8"":3861,""9"":317,""10"":899}"
"Source Code, 2011, 미국, 프랑스, SF, 액션, 12세 관람가, 1시간 33분",던칸 존스,"[제이크 질렌할, 미쉘 모나한, 제프리 라이트]","232,416","12,798","1,744","{""1"":482,""2"":3364,""3"":961,""4"":11430,""5"":5486,""6"":52436,""7"":27109,""8"":82530,""9"":13185,""10"":35433}"
"Ghost Sweepers, 2012, 한국, 코미디, 공포, 15세 관람가, 1시간 59분",신정원,"[김수로, 강예원, 곽도원]","33,605",346,437,"{""1"":1498,""2"":4755,""3"":1860,""4"":8409,""5"":2979,""6"":8467,""7"":1689,""8"":2996,""9"":154,""10"":798}"
"Return of The Mafia, 2012, 한국, 코미디, 15세 관람가, 1시간 44분",정용기,"[정준호, 김민정, 유동근]","48,766",284,258,"{""1"":4514,""2"":8046,""3"":2823,""4"":8484,""5"":3841,""6"":9982,""7"":3091,""8"":4749,""9"":603,""10"":2633}"
"2012, 한국, 액션, 드라마, 15세 관람가, 1시간 53분",김동원,"[정지훈, 이종석, 유준상]","59,970",597,592,"{""1"":4623,""2"":7983,""3"":3850,""4"":11307,""5"":5638,""6"":13534,""7"":4200,""8"":6021,""9"":577,""10"":2237}"
"The Taste Of Money, 2012, 한국, 스릴러, 드라마, 청소년 관람불가, 1시간 55분",임상수,"[김강우, 백윤식, 윤여정]","87,350","1,325",657,"{""1"":3657,""2"":9147,""3"":4589,""4"":19576,""5"":8958,""6"":24014,""7"":6338,""8"":8178,""9"":699,""10"":2194}"
"Thor, 2011, 미국, 판타지, 액션, 12세 관람가, 1시간 52분",케네스 브래너,"[크리스 헴스워스, 나탈리 포트만, 안소니 홉킨스]","271,491","3,859","1,415","{""1"":1544,""2"":7844,""3"":3193,""4"":25326,""5"":13207,""6"":76022,""7"":29300,""8"":69791,""9"":7567,""10"":37697}"
"Warm Bodies, 2013, 미국, 코미디, 공포, 15세 관람가, 1시간 36분",조나단 레빈,"[니콜라스 홀트, 테레사 팔머, 존 말코비치]","164,400","7,616","1,960","{""1"":2972,""2"":6405,""3"":4411,""4"":17231,""5"":13087,""6"":43937,""7"":22602,""8"":35124,""9"":5275,""10"":13356}"
"The Scent, 2012, 한국, 스릴러, 코미디, 청소년 관람불가, 1시간 57분",김형준,"[박희순, 박시연, 주상욱]","132,392","1,148",503,"{""1"":4360,""2"":15647,""3"":5514,""4"":28774,""5"":9522,""6"":37099,""7"":7242,""8"":16669,""9"":990,""10"":6575}"
"The Spies, 2012, 한국, 드라마, 코미디, 액션, 15세 관람가, 1시간 55분",우민호,"[김명민, 염정아, 유해진]","29,203",634,329,"{""1"":535,""2"":1875,""3"":1105,""4"":5952,""5"":2906,""6"":9767,""7"":2544,""8"":3477,""9"":245,""10"":797}"
"Eungyo, 2012, 한국, 로맨스/멜로, 청소년 관람불가, 2시간 9분",정지우,"[박해일, 김고은, 김무열]","267,130","4,468","1,630","{""1"":4164,""2"":16427,""3"":6295,""4"":42308,""5"":18565,""6"":85441,""7"":25362,""8"":47759,""9"":4827,""10"":15982}"
"The Twilight Saga: Breaking Dawn - Part 1, 2011, 미국, 판타지, 로맨스/멜로, 스릴러, 15세 관람가, 1시간 57분",빌 콘돈,"[로버트 패틴슨, 크리스틴 스튜어트, 테일러 로트너]","245,946","2,640",566,"{""1"":4628,""2"":13543,""3"":3961,""4"":21187,""5"":9505,""6"":50448,""7"":18155,""8"":58202,""9"":7420,""10"":58897}"
"Oblivion, 2013, 미국, SF, 액션, 15세 관람가, 2시간 4분",조셉 코신스키,"[톰 크루즈, 모건 프리먼, 올가 쿠릴렌코]","115,861","7,316","1,565","{""1"":600,""2"":2401,""3"":1159,""4"":8228,""5"":5509,""6"":31259,""7"":17768,""8"":33597,""9"":4950,""10"":10390}"
"Late Autumn, 2010, 미국, 한국, 로맨스/멜로, 드라마, 15세 관람가, 1시간 55분",김태용,"[현빈, 탕웨이, 제임스 C. 번스]","114,578","13,304","1,625","{""1"":985,""2"":5843,""3"":1622,""4"":12566,""5"":5026,""6"":29658,""7"":12215,""8"":29058,""9"":5054,""10"":12551}"
"Once, 2006, 아일랜드, 로맨스/멜로, 드라마, 전체 관람가, 1시간 26분",존 카니,"[글렌 핸사드, 마케타 잉글로바, 시낸 허프]","292,357","28,848","2,449","{""1"":832,""2"":4454,""3"":1305,""4"":11127,""5"":5366,""6"":48281,""7"":25553,""8"":99658,""9"":21670,""10"":74111}"
"Like You Know It All, 2008, 한국, 로맨스/멜로, 드라마, 청소년 관람불가, 2시간 6분",홍상수,"[김태우, 고현정, 엄지원]","19,557","4,621",367,"{""1"":159,""2"":765,""3"":232,""4"":1753,""5"":705,""6"":4890,""7"":2535,""8"":6065,""9"":833,""10"":1620}"
"Rise of the Planet of the Apes, 2011, 미국, SF, 액션, 12세 관람가, 1시간 46분",루퍼트 와이어트,"[제임스 프랭코, 프리다 핀토, 앤디 서키스]","317,125","6,811","1,905","{""1"":1298,""2"":5901,""3"":1700,""4"":16375,""5"":6986,""6"":65558,""7"":34513,""8"":112597,""9"":21634,""10"":50563}"
"Gran Torino, 2008, 미국, 드라마, 12세 관람가, 1시간 56분",클린트 이스트우드,"[클린트 이스트우드, 크리스토퍼 칼리, 비 방]","55,288","12,569","1,095","{""1"":117,""2"":1235,""3"":140,""4"":2082,""5"":679,""6"":8491,""7"":5069,""8"":19881,""9"":5957,""10"":11637}"
"Let The Right One In, 2008, 스웨덴, 공포, 드라마, 15세 관람가, 1시간 54분",토마스 알프레드슨,"[카레 헤레브란트, 리나 레안데르손, 카린 베그퀴스트]","93,380","19,619","1,368","{""1"":404,""2"":2541,""3"":585,""4"":5399,""5"":2241,""6"":18402,""7"":9506,""8"":30537,""9"":7115,""10"":16650}"
"Million Dollar Baby, 2004, 미국, 드라마, 12세 관람가, 2시간 13분",클린트 이스트우드,"[클린트 이스트우드, 힐러리 스웽크, 모건 프리먼]","91,013","13,700",721,"{""1"":230,""2"":1554,""3"":328,""4"":3807,""5"":1542,""6"":18717,""7"":9213,""8"":34028,""9"":6107,""10"":15487}"
"The Departed, 2006, 미국, 범죄, 액션, 15세 관람가, 2시간 31분",마틴 스콜세지,"[레오나르도 디카프리오, 맷 데이먼, 잭 니콜슨]","75,924","12,466",997,"{""1"":156,""2"":1791,""3"":287,""4"":4206,""5"":1559,""6"":17213,""7"":8309,""8"":27756,""9"":4206,""10"":10441}"
"The Hurt Locker, 2008, 미국, 전쟁, 다큐멘터리, 액션, 15세 관람가, 2시간 10분",캐스린 비글로우,"[제레미 레너, 안소니 마키, 브라이언 게라그티]","84,703","12,957","1,340","{""1"":202,""2"":2201,""3"":268,""4"":4211,""5"":1141,""6"":15370,""7"":7302,""8"":31050,""9"":6867,""10"":16091}"
"Slumdog Millionaire, 2008, 영국, 미국, 드라마, 스릴러, 15세 관람가, 2시간 ",대니 보일,"[루비아나 알리, 마드허 미탈, 아슈토시 로보 가지와라]","228,416","20,226","1,426","{""1"":494,""2"":2527,""3"":652,""4"":6830,""5"":3394,""6"":37440,""7"":24030,""8"":89429,""9"":17680,""10"":45940}"
"Sunflower, 2006, 한국, 액션, 드라마, 15세 관람가, 1시간 56분",강석범,"[김래원, 김해숙, 허이재]","279,004","5,309","1,101","{""1"":1156,""2"":7022,""3"":1740,""4"":16277,""5"":6315,""6"":53876,""7"":20523,""8"":86159,""9"":13155,""10"":72781}"
"Limitless, 2011, 미국, SF, 드라마, 15세 관람가, 1시간 45분",닐 버거,"[브래들리 쿠퍼, 로버트 드 니로, 애비 코니쉬]","165,067","15,227","1,844","{""1"":332,""2"":1812,""3"":563,""4"":5477,""5"":3646,""6"":28887,""7"":19374,""8"":59071,""9"":11324,""10"":34581}"
"Thor: The Dark World, 2013, 미국, 판타지, 액션, 12세 관람가, 1시간 52분",앨런 테일러,"[크리스 헴스워스, 나탈리 포트만, 톰 히들스턴]","201,155","8,272","2,260","{""1"":1064,""2"":3163,""3"":1973,""4"":10646,""5"":8912,""6"":45172,""7"":30419,""8"":60075,""9"":9784,""10"":29947}"
"Nowhere To Hide, 1999, 한국, 액션, 스릴러, 12세 관람가, 1시간 52분",이명세,"[안성기, 박중훈, 장동건]","92,673","4,674",440,"{""1"":278,""2"":2037,""3"":507,""4"":6244,""5"":2300,""6"":26653,""7"":10160,""8"":32105,""9"":3025,""10"":9364}"
"The Big Swindle, 2004, 한국, 범죄, 스릴러, 코미디, 청소년 관람불가, 1시간 56분",최동훈,"[박신양, 백윤식, 염정아]","170,286","9,963",872,"{""1"":350,""2"":2171,""3"":660,""4"":6433,""5"":3112,""6"":34239,""7"":17306,""8"":67576,""9"":8687,""10"":29752}"
"Mission: Impossible, 1996, 미국, 액션, 스릴러, 15세 관람가, 1시간 50분",브라이언 드 팔마,"[톰 크루즈, 빙 라메스, 바네사 레드그레이브]","228,146","6,790",920,"{""1"":276,""2"":1476,""3"":365,""4"":3928,""5"":1925,""6"":30771,""7"":17772,""8"":91244,""9"":14587,""10"":65802}"
"21, 2008, 미국, 범죄, 드라마, 15세 관람가, 2시간 2분",로버트 루케틱,"[짐 스터게스, 케빈 스페이시, 케이트 보스워스]","139,467","5,397",671,"{""1"":389,""2"":2490,""3"":943,""4"":7854,""5"":4922,""6"":35213,""7"":17443,""8"":46077,""9"":5886,""10"":18250}"
"Bleak Night, 2010, 한국, 드라마, 15세 관람가, 1시간 57분",윤성현,"[이제훈, 서준영, 박정민]","83,412","20,916","2,212","{""1"":257,""2"":1155,""3"":330,""4"":2454,""5"":1288,""6"":10796,""7"":8412,""8"":29022,""9"":10716,""10"":18982}"
"Constantine, 2005, 미국, 판타지, 액션, 15세 관람가, 2시간 ",프란시스 로렌스,"[키아누 리브스, 레이첼 와이즈, 샤이아 라보프]","260,318","10,892","1,800","{""1"":694,""2"":3688,""3"":1202,""4"":11426,""5"":5456,""6"":50285,""7"":24772,""8"":90565,""9"":15423,""10"":56807}"
"Cloud Atlas, 2012, 미국, 독일, SF, 드라마, 액션, 청소년 관람불가, 2시간 52분",라나 워쇼스키,"[톰 행크스, 휴 그랜트, 배두나]","78,467","15,123","1,471","{""1"":943,""2"":4105,""3"":1447,""4"":9384,""5"":4481,""6"":19819,""7"":8019,""8"":18212,""9"":3397,""10"":8660}"
"Now You See Me, 2013, 미국, 프랑스, 범죄, 스릴러, 12세 관람가, 1시간 55분",루이스 리터리어,"[제시 아이젠버그, 마크 러팔로, 우디 해럴슨]","266,590","11,429","3,144","{""1"":1774,""2"":5125,""3"":3477,""4"":17676,""5"":14406,""6"":62680,""7"":38677,""8"":75206,""9"":13628,""10"":33941}"
"Oldboy, 2003, 한국, 스릴러, 범죄, 청소년 관람불가, 2시간 ",박찬욱,"[최민식, 유지태, 강혜정]","426,109","17,403","2,792","{""1"":1247,""2"":6516,""3"":1193,""4"":13570,""5"":4519,""6"":55266,""7"":24173,""8"":137720,""9"":38099,""10"":143806}"
"My Wife Got Married, 2008, 한국, 로맨틱 코미디, 드라마, 청소년 관람불가, 1시간 59분",정윤수,"[박찬, 손예진, 김주혁]","120,409","3,515",777,"{""1"":1547,""2"":5198,""3"":2242,""4"":14666,""5"":7989,""6"":38101,""7"":13999,""8"":26421,""9"":2538,""10"":7708}"
"Going By The Book, 2007, 한국, 코미디, 15세 관람가, 1시간 42분",라희찬,"[정재영, 손병호, 고창석]","79,057","1,681",530,"{""1"":619,""2"":3302,""3"":1109,""4"":8733,""5"":4214,""6"":24212,""7"":8828,""8"":19951,""9"":1996,""10"":6093}"
"Sherlock Holmes, 2009, 영국, 오스트레일리아, 미국, 액션, 12세 관람가, 2시간 8분",가이 리치,"[로버트 다우니 주니어, 주드 로, 레이첼 맥아담스]","316,788","8,945",980,"{""1"":917,""2"":5139,""3"":1838,""4"":18027,""5"":9116,""6"":75167,""7"":30646,""8"":103712,""9"":11970,""10"":60256}"
"2009, 한국, 코미디, 액션, 15세 관람가, 1시간 57분",이연우,"[차정학, 전해리, 이기호]","149,699","2,654",471,"{""1"":829,""2"":4594,""3"":1812,""4"":16394,""5"":7831,""6"":52474,""7"":15857,""8"":37739,""9"":2202,""10"":9967}"
"Public Enemy Returns, 2008, 한국, 범죄, 스릴러, 15세 관람가, 2시간 7분",강우석,"[설경구, 정재영, 문성근]","208,980","2,101",502,"{""1"":1246,""2"":6684,""3"":2047,""4"":17938,""5"":7645,""6"":56617,""7"":18994,""8"":62533,""9"":5528,""10"":29748}"
"Harry Potter And The Chamber Of Secrets, 2002, 영국, 미국, 판타지, 드라마, 전체 관람가, 2시간 42분",크리스 콜럼버스,"[다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트]","476,823","1,968",963,"{""1"":1231,""2"":6674,""3"":1675,""4"":17092,""5"":7739,""6"":84456,""7"":39458,""8"":158380,""9"":25448,""10"":134670}"
"Face/Off, 1997, 미국, 액션, 청소년 관람불가, 2시간 18분",오우삼,"[니콜라스 케이지, 존 트라볼타, 도미니크 스웨인]","164,868","8,332",779,"{""1"":304,""2"":1535,""3"":436,""4"":4676,""5"":2581,""6"":29990,""7"":16887,""8"":66684,""9"":10124,""10"":31651}"
"Men In Black, 1997, 미국, SF, 액션, 코미디, 12세 관람가, 1시간 38분",베리 소넨필드,"[토미 리 존스, 윌 스미스, 토니 샬호브]","349,014","6,582",791,"{""1"":567,""2"":2890,""3"":936,""4"":9839,""5"":5305,""6"":64526,""7"":34581,""8"":136895,""9"":18022,""10"":75453}"
"The Hangover, 2009, 미국, 독일, 코미디, 드라마, 청소년 관람불가, 1시간 40분",토드 필립스,"[저스틴 바사, 제프리 탬버, 브래들리 쿠퍼]","119,712","7,962",999,"{""1"":1287,""2"":3875,""3"":1288,""4"":6942,""5"":4165,""6"":22915,""7"":13426,""8"":36346,""9"":6517,""10"":22951}"
